"TPLName","Region","Source","Accession","Scarification","GA3","Stratification","Light","Alternating","Tmean","Temperature","Germinated","Germinable","Sown"
"Allium victorialis","Southern Alps","Mondoni","Italy SO376 NA NA","N","Y","None","Y","Y",20,"20C",12,30,30
"Allium victorialis","Southern Alps","Mondoni","Italy SO612 NA NA","N","Y","None","Y","N",15,"15C",13,30,30
"Allium victorialis","Southern Alps","Mondoni","Italy SO612 NA NA","N","Y","None","Y","N",20,"20C",8,30,30
"Alstroemeria pallida","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","None","Y","Y",7.5,"5C",17,75,75
"Anaphalis flavescens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Anaphalis flavescens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Anaphalis latialata","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Anaphalis latialata","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Anaphalis nepalensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Anarthrophyllum cumingii","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",7.5,"5C",67,255,255
"Anarthrophyllum cumingii","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",15,"15C",75,75,75
"Anarthrophyllum cumingii","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",20,"20C",75,75,75
"Anarthrophyllum cumingii","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","None","Y","Y",7.5,"5C",106,240,240
"Anarthrophyllum gayanum","Central Andes","Cavieres","Chile Chile -33.334693 -70.257939","N","N","Cold","Y","Y",20,"20C",31,75,75
"Anarthrophyllum gayanum","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",7.5,"5C",54,255,255
"Anarthrophyllum gayanum","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",15,"15C",35,75,75
"Anarthrophyllum gayanum","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",20,"20C",42,75,75
"Anarthrophyllum gayanum","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","None","Y","Y",7.5,"5C",30,215,215
"Androsace chamaejasme","Northern Alps","Rosbakh","Germany NA 47.530825 12.917733","N","N","Cold","Y","Y",6.66666666666667,"5C",11,160,160
"Androsace chamaejasme","Northern Alps","Rosbakh","Germany NA 47.530825 12.917733","N","N","Cold","Y","Y",10.6666666666667,"10C",92,160,160
"Androsace chamaejasme","Northern Alps","Rosbakh","Germany NA 47.530825 12.917733","N","N","Cold","Y","Y",14.6666666666667,"15C",136,160,160
"Androsace chamaejasme","Northern Alps","Rosbakh","Germany NA 47.530825 12.917733","N","N","Cold","Y","Y",18.6666666666667,"20C",142,160,160
"Androsace chamaejasme","Northern Alps","Rosbakh","Germany NA 47.530825 12.917733","N","N","Cold","Y","Y",22.6666666666667,"25C",148,160,160
"Androsace chamaejasme","Northern Alps","Rosbakh","Germany NA 47.530825 12.917733","N","N","Cold","Y","Y",26.6666666666667,"25C",147,163,163
"Androsace gmelinii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Androsace gmelinii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Androsace gmelinii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Androsace gmelinii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Androsace obtusifolia","Southern Alps","Mondoni","Italy SO232 NA NA","N","Y","None","Y","Y",20,"20C",2,30,30
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","Cold","Y","Y",9,"10C",3,98,100
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","Cold","Y","Y",17,"15C",4,120,125
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","Cold","Y","Y",25,"25C",1,71,75
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","None","N","N",3,"5C",5,218,225
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","None","Y","Y",9,"10C",4,98,100
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","None","Y","Y",17,"15C",9,122,125
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","None","Y","Y",25,"25C",5,70,75
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","Warm","Y","Y",9,"10C",18,99,100
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","Warm","Y","Y",17,"15C",11,121,125
"Androsace villosa","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-02  30T 351457 4785493 NA","N","N","Warm","Y","Y",25,"25C",10,70,75
"Androsace villosa","Enscobase: Georgia","Enscobase","Georgia K_343808 NA NA","N","Y","None","Y","N",20,"20C",18,19,19
"Anemone alpina","Enscobase: Poland","Enscobase","Poland WARS_017/04 NA NA","N","Y","None","Y","Y",21.66666667,"20C",420,500,500
"Anemone alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",110,120,120
"Anemone alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",105,120,120
"Anemone alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",24,60,60
"Anemone alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",0,60,60
"Anemone alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",4,60,60
"Anemone alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",60,60,60
"Anemone alpina","Southern Alps","Mondoni","Italy BG956 NA NA","N","Y","None","Y","N",20,"20C",13,13,29
"Anemone narcissiflora","Enscobase: France","Enscobase","France B_FR-2606802 NA NA","N","N","None","Y","N",22,"20C",0,20,20
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","N","None","Y","N",5,"5C",0,20,20
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","N","None","Y","N",10,"10C",0,20,20
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","N","None","Y","N",15,"15C",0,20,20
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","N","None","Y","N",20,"20C",16,40,40
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","N","None","Y","Y",15,"15C",0,20,20
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","N","None","Y","Y",20,"20C",12,20,20
"Anemone narcissiflora","Enscobase: Italy","Enscobase","Italy K_185316 NA NA","N","Y","None","Y","Y",15,"15C",11,20,20
"Anemone narcissiflora","Enscobase: Poland","Enscobase","Poland WARS_002/04 NA NA","N","Y","None","Y","Y",21.66666667,"20C",355,500,500
"Anemone narcissiflora","Enscobase: Poland","Enscobase","Poland WARS_004/01 NA NA","N","Y","None","Y","Y",21.66666667,"20C",70,500,500
"Anemone rivularis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,300
"Anemone rivularis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,300
"Anemone rivularis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Anemone rivularis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Anemone vernalis","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",40,120,120
"Anemone vernalis","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",70,120,120
"Anemone vernalis","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Anemone vernalis","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",0,60,60
"Anemone vernalis","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",51,60,60
"Anemone vernalis","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",20,60,60
"Anisodus tanguticus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Anisodus tanguticus","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Anisodus tanguticus","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Antennaria dioica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",114,120,120
"Antennaria dioica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",93,120,120
"Antennaria dioica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Antennaria dioica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",39,60,60
"Antennaria dioica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",49,60,60
"Antennaria dioica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",51,60,60
"Anthoxanthum odoratum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",6.66666666666667,"5C",4,62,90
"Anthoxanthum odoratum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",10.6666666666667,"10C",22,75,90
"Anthoxanthum odoratum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",14.6666666666667,"15C",33,79,90
"Anthoxanthum odoratum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",18.6666666666667,"20C",26,75,90
"Anthoxanthum odoratum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",22.6666666666667,"25C",58,64,90
"Anthoxanthum odoratum","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",6.66666666666667,"5C",30,172,200
"Anthoxanthum odoratum","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",10.6666666666667,"10C",64,174,200
"Anthoxanthum odoratum","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",14.6666666666667,"15C",124,166,200
"Anthoxanthum odoratum","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",18.6666666666667,"20C",152,181,200
"Anthoxanthum odoratum","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",22.6666666666667,"25C",138,172,200
"Anthoxanthum odoratum","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",26.6666666666667,"25C",171,177,200
"Anthoxanthum odoratum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",92,120,120
"Anthoxanthum odoratum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",74,120,120
"Anthoxanthum odoratum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",3,60,60
"Anthoxanthum odoratum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",34,60,60
"Anthoxanthum odoratum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",49,60,60
"Anthoxanthum odoratum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",39,60,60
"Anthoxanthum odoratum","Southern Alps","Mondoni","Italy 345SO NA NA","N","Y","None","Y","N",25,"25C",20,29,30
"Anthoxanthum odoratum","Southern Alps","Mondoni","Italy 345SO NA NA","N","Y","None","Y","Y",20,"20C",17,26,30
"Anthriscus sylvestris","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Anthriscus sylvestris","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Anthriscus sylvestris","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Anthyllis vulneraria","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",6.66666666666667,"5C",49,60,60
"Anthyllis vulneraria","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",10.6666666666667,"10C",51,60,60
"Anthyllis vulneraria","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",14.6666666666667,"15C",48,60,60
"Anthyllis vulneraria","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",18.6666666666667,"20C",52,60,60
"Anthyllis vulneraria","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",22.6666666666667,"25C",52,60,60
"Anthyllis vulneraria","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","Y","N","None","Y","Y",6.66666666666667,"5C",93,93,100
"Anthyllis vulneraria","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","Y","N","None","Y","Y",10.6666666666667,"10C",98,98,100
"Anthyllis vulneraria","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","Y","N","None","Y","Y",14.6666666666667,"15C",95,95,100
"Anthyllis vulneraria","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","Y","N","None","Y","Y",18.6666666666667,"20C",92,92,100
"Anthyllis vulneraria","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","Y","N","None","Y","Y",22.6666666666667,"25C",99,100,100
"Anthyllis vulneraria","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","Y","N","None","Y","Y",26.6666666666667,"25C",92,100,100
"Anthyllis vulneraria","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",8,120,120
"Anthyllis vulneraria","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",6,120,120
"Anthyllis vulneraria","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",25,60,60
"Anthyllis vulneraria","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",1,60,60
"Anthyllis vulneraria","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",5,60,60
"Anthyllis vulneraria","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",4,60,60
"Anthyllis vulneraria","Southern Alps","Mondoni","Italy 432SO NA NA","Y","Y","None","Y","N",20,"20C",49,49,50
"Anthyllis vulneraria","Southern Alps","Mondoni","Italy 434SO NA NA","Y","N","None","Y","N",15,"15C",5,49,50
"Anthyllis vulneraria","Southern Alps","Mondoni","Italy 434SO NA NA","Y","Y","None","Y","N",20,"20C",49,49,50
"Anthyllis vulneraria","Southern Alps","Mondoni","Italy 440SO NA NA","Y","Y","None","Y","N",20,"20C",50,50,50
"Arabis alpina","Southern Alps","Mondoni","Italy 85SO NA NA","N","N","None","Y","N",10,"10C",1,42,50
"Arabis alpina","Southern Alps","Mondoni","Italy 85SO NA NA","N","N","None","Y","N",20,"20C",11,44,50
"Arabis alpina","Southern Alps","Mondoni","Italy 85SO NA NA","N","Y","None","Y","Y",15,"15C",36,41,50
"Arabis caerulea","Southern Alps","Mondoni","Italy 108SO NA NA","N","Y","None","Y","Y",20,"20C",30,30,30
"Arabis caerulea","Southern Alps","Mondoni","Italy 208SO NA NA","N","Y","None","Y","Y",20,"20C",49,49,50
"Arenaria biflora","Southern Alps","Mondoni","Italy Alp_175 NA NA","N","N","None","Y","N",20,"20C",39,61,61
"Arenaria edgeworthiana","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Arenaria edgeworthiana","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","Cold","Y","Y",9,"10C",41,76,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","Cold","Y","Y",17,"15C",39,74,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","Cold","Y","Y",25,"25C",42,82,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","None","N","N",3,"5C",119,232,300
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","None","Y","Y",9,"10C",54,74,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","None","Y","Y",17,"15C",75,83,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","None","Y","Y",25,"25C",1,75,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","Warm","Y","Y",9,"10C",54,74,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","Warm","Y","Y",17,"15C",76,83,100
"Arenaria erinacea","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 180913-02  30T 351628 4781356 NA","N","N","Warm","Y","Y",25,"25C",28,75,100
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","Cold","Y","Y",9,"10C",72,95,100
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","Cold","Y","Y",17,"15C",58,95,100
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","Cold","Y","Y",25,"25C",58,89,100
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","None","N","N",3,"5C",182,279,300
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","None","Y","Y",9,"10C",87,96,100
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","None","Y","Y",17,"15C",26,94,100
"Arenaria grandiflora","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 130813-06  30T 369750 4746190 NA","N","N","None","Y","Y",25,"25C",1,86,100
