"TPLName","Region","Source","Accession","Scarification","GA3","Stratification","Light","Alternating","Tmean","Temperature","Germinated","Germinable","Sown"
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_18546 NA NA","Y","Y","None","Y","N",20,"20C",20,20,20
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_18546 NA NA","Y","Y","None","Y","N",21,"20C",48,49,49
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_402855 NA NA","N","N","None","Y","N",20,"20C",0,20,20
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_402855 NA NA","N","Y","None","Y","Y",15,"15C",10,20,20
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_402855 NA NA","Y","Y","None","Y","N",20,"20C",20,20,20
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_52571 NA NA","N","Y","None","Y","Y",15,"15C",80,99,99
"Gentianella amarella","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_52571 NA NA","N","Y","None","Y","Y",16,"15C",20,20,20
"Gentianella anisodonta","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",9,120,120
"Gentianella anisodonta","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",5,120,120
"Gentianella anisodonta","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",7,60,60
"Gentianella anisodonta","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",0,60,60
"Gentianella anisodonta","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",0,60,60
"Gentianella anisodonta","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",6,60,60
"Gentianella muelleriana","Australian Alps","Satyanti","Australia 748565 NA NA","N","N","None","Y","Y",20,"20C",0,37,75
"Gentianella muelleriana","Australian Alps","Satyanti","Australia 748565 NA NA","N","N","Warm","Y","Y",20,"20C",0,75,75
"Gentianella muelleriana","Australian Alps","Satyanti","Australia 748565 NA NA","N","Y","None","Y","Y",20,"20C",32,38,75
"Gentianella muelleriana","Australian Alps","Satyanti","Australia 792208 NA NA","N","N","None","Y","Y",20,"20C",0,75,75
"Gentianella muelleriana","Australian Alps","Satyanti","Australia 792208 NA NA","N","Y","None","Y","Y",20,"20C",52,75,75
"Gentianopsis barbata","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Gentianopsis barbata","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Gentianopsis barbata","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1450
"Gentianopsis paludosa","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,300
"Gentianopsis paludosa","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,300
"Gentianopsis paludosa","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Gentianopsis paludosa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,300
"Gentianopsis paludosa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,600
"Geranium pylzowianum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Geum montanum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",110,120,120
"Geum montanum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",99,120,120
"Geum montanum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",5,60,60
"Geum montanum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",10,60,60
"Geum montanum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",7,60,60
"Geum montanum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",15,60,60
"Geum pyrenaicum","Enscobase: Spain","Enscobase","Spain K_80112 NA NA","N","N","None","Y","Y",16,"15C",39,40,40
"Geum rivale","Enscobase: Belgium","Enscobase","Belgium BR_1991108488 NA NA","N","N","None","Y","N",20,"20C",12,50,50
"Geum rivale","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_139984 NA NA","N","N","None","Y","N",15,"15C",1,3,3
"Geum rivale","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_139984 NA NA","N","N","None","Y","N",21,"20C",1,10,10
"Geum rivale","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_139984 NA NA","N","N","None","Y","Y",18.33333333,"20C",3,3,3
"Gingidia algens","Australian Alps","Satyanti","Australia 792231 NA NA","N","N","None","Y","Y",20,"20C",0,71,75
"Gingidia algens","Australian Alps","Satyanti","Australia 792231 NA NA","N","Y","None","Y","Y",20,"20C",56,66,75
"Gnaphalium supinum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_121105 NA NA","N","N","None","Y","Y",26,"25C",19,20,20
"Gnaphalium supinum","Southern Alps","Mondoni","Italy Alp_124 NA NA","N","N","None","Y","N",25,"25C",38,39,40
"Hedysarum caucasicum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",6.66666666666667,"5C",54,60,60
"Hedysarum caucasicum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",10.6666666666667,"10C",53,60,60
"Hedysarum caucasicum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",14.6666666666667,"15C",59,60,60
"Hedysarum caucasicum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",18.6666666666667,"20C",57,60,60
"Hedysarum caucasicum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",22.6666666666667,"25C",54,60,60
"Hedysarum caucasicum","Enscobase: Georgia","Enscobase","Georgia K_343417 NA NA","Y","N","None","Y","N",20,"20C",9,9,9
"Hedysarum sikkimense","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Hedysarum sikkimense","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Helictochloa versicolor","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",37,120,120
"Helictochloa versicolor","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",48,120,120
"Helictochloa versicolor","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",6,60,60
"Helictochloa versicolor","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",7,60,60
"Helictochloa versicolor","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",21,60,60
"Helictochloa versicolor","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",40,60,60
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","Cold","Y","Y",9,"10C",40,54,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","Cold","Y","Y",17,"15C",26,44,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","Cold","Y","Y",25,"25C",33,56,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","None","N","N",3,"5C",78,154,300
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","None","Y","Y",9,"10C",26,43,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","None","Y","Y",17,"15C",21,31,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","None","Y","Y",25,"25C",1,42,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","Warm","Y","Y",9,"10C",42,43,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","Warm","Y","Y",17,"15C",30,31,100
"Helictotrichon marginatum","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 310712-06  30T 339000 4781000 NA","N","N","Warm","Y","Y",25,"25C",2,42,100
"Helictotrichon tibeticum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,900
"Helictotrichon tibeticum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Helictotrichon tibeticum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Helictotrichon versicolor","Southern Alps","Mondoni","Italy Alp_092 NA NA","N","N","None","Y","N",10,"10C",9,52,60
"Heracleum millefolium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,300
"Heracleum millefolium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,300
"Heracleum millefolium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,300
"Heracleum millefolium","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Heracleum millefolium","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Heracleum yungningense","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Heracleum yungningense","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Heteropappus gouldii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Heteropappus gouldii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Heteropappus gouldii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Hippuris vulgaris","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Hippuris vulgaris","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Hippuris vulgaris","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Homogyne alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",6.66666666666667,"5C",9,190,200
"Homogyne alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",10.6666666666667,"10C",21,191,200
"Homogyne alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",14.6666666666667,"15C",35,179,200
"Homogyne alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",18.6666666666667,"20C",44,176,200
"Homogyne alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",22.6666666666667,"25C",96,181,200
"Homogyne alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",26.6666666666667,"25C",82,187,200
"Hypochaeris tenuifolia","Central Andes","Briceño","Chile Mocho-Choshuenco36 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",2,120,120
"Hypochaeris tenuifolia","Central Andes","Briceño","Chile Mocho-Choshuenco36 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",97,120,120
"Hypochaeris tenuifolia","Central Andes","Briceño","Chile Mocho-Choshuenco4 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",2,120,120
"Hypochaeris tenuifolia","Central Andes","Briceño","Chile Mocho-Choshuenco4 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",109,120,120
"Hypochaeris tenuifolia","Central Andes","Briceño","Chile Mocho-Choshuenco5 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",1,120,120
"Hypochaeris tenuifolia","Central Andes","Briceño","Chile Mocho-Choshuenco5 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",110,120,120
"Isolepis crassiuscula","Australian Alps","Satyanti","Australia 808779 NA NA","N","N","None","Y","Y",20,"20C",0,64,75
"Isolepis crassiuscula","Australian Alps","Satyanti","Australia 808779 NA NA","N","N","Warm","Y","Y",20,"20C",0,75,75
"Isolepis crassiuscula","Australian Alps","Satyanti","Australia 808779 NA NA","N","Y","None","Y","Y",20,"20C",0,72,75
"Isolepis crassiuscula","Australian Alps","Satyanti","Australia 870756 NA NA","N","N","None","Y","Y",20,"20C",11,42,75
"Isolepis crassiuscula","Australian Alps","Satyanti","Australia 870756 NA NA","N","N","Warm","Y","Y",20,"20C",1,75,75
"Isolepis crassiuscula","Australian Alps","Satyanti","Australia 870756 NA NA","N","Y","None","Y","Y",20,"20C",8,51,75
"Isolepis setacea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Isolepis setacea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Isolepis setacea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_152091 NA NA","N","N","None","Y","N",15,"15C",17,20,20
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_152091 NA NA","N","N","None","Y","N",20,"20C",16,20,20
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_163181 NA NA","N","N","None","Y","N",15,"15C",5,8,8
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_163181 NA NA","Y","N","None","Y","N",15,"15C",9,9,9
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_163192 NA NA","N","N","None","Y","N",10,"10C",8,19,19
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_163192 NA NA","N","N","None","Y","N",15,"15C",13,20,20
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_163192 NA NA","N","N","None","Y","N",25,"25C",11,20,20
"Jacobaea incana","Enscobase: Italy","Enscobase","Italy K_163192 NA NA","N","N","None","Y","Y",18.33333333,"20C",20,20,20
"Jacobaea incana","Southern Alps","Mondoni","Italy 177SO NA NA","N","Y","None","Y","Y",20,"20C",44,46,50
"Jacobaea incana","Southern Alps","Mondoni","Italy 86 AQ NA NA","N","N","None","Y","N",15,"15C",23,27,30
"Jacobaea incana","Southern Alps","Mondoni","Italy 86 AQ NA NA","N","N","None","Y","N",20,"20C",25,28,30
"Jacobaea incana","Southern Alps","Mondoni","Italy 86 AQ NA NA","N","N","None","Y","Y",20,"20C",25,29,30
"Jacobaea incana","Southern Alps","Mondoni","Italy 86 AQ NA NA","N","Y","None","Y","N",15,"15C",29,29,30
"Jacobaea incana","Southern Alps","Mondoni","Italy 86 AQ NA NA","N","Y","None","Y","N",20,"20C",26,28,30
"Jacobaea incana","Southern Alps","Mondoni","Italy 86 AQ NA NA","N","Y","None","Y","Y",20,"20C",157,161,180
"Jacobaea uniflora","Enscobase: Switzerland","Enscobase","Switzerland G_20008011 NA NA","N","N","None","N","N",16,"15C",84,100,100
"Jacobaea uniflora","Enscobase: Switzerland","Enscobase","Switzerland G_20008011 NA NA","N","N","None","Y","N",20,"20C",61,100,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","Cold","Y","Y",9,"10C",1,98,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","Cold","Y","Y",17,"15C",1,98,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","Cold","Y","Y",25,"25C",1,97,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","None","N","N",3,"5C",2,194,200
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","None","Y","Y",9,"10C",1,98,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","None","Y","Y",17,"15C",3,99,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","None","Y","Y",25,"25C",7,99,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","Warm","Y","Y",9,"10C",1,98,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","Warm","Y","Y",17,"15C",3,99,100
"Jasione cavanillesii","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 290812-04  30T 351595 4783197 NA","N","N","Warm","Y","Y",25,"25C",53,99,100
"Juncus allioides","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Juncus allioides","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Juncus allioides","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Juncus allioides","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Juncus allioides","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Juncus amplifolius","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Juncus balticus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_122881 NA NA","N","N","None","Y","N",15,"15C",11,20,20
"Juncus balticus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_122881 NA NA","N","N","None","Y","N",20,"20C",17,20,20
"Juncus balticus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_122881 NA NA","N","N","None","Y","N",25,"25C",20,20,20
"Juncus balticus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_123143 NA NA","N","N","None","Y","N",26,"25C",20,20,20
"Juncus falcatus","Australian Alps","Satyanti","Australia 792209 NA NA","N","N","None","Y","Y",20,"20C",0,75,75
"Juncus falcatus","Australian Alps","Satyanti","Australia 792209 NA NA","N","Y","None","Y","Y",20,"20C",0,75,75
"Juncus filiformis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_109969 NA NA","Y","N","None","Y","Y",16,"15C",15,20,20
"Juncus filiformis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_132011 NA NA","N","N","None","Y","Y",16,"15C",50,50,50
"Juncus himalensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Juncus himalensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Juncus himalensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Juncus himalensis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Juncus himalensis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Juncus monanthos","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",6.66666666666667,"5C",144,187,200
"Juncus monanthos","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",10.6666666666667,"10C",162,197,200
"Juncus monanthos","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",14.6666666666667,"15C",22,199,200
"Juncus monanthos","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",18.6666666666667,"20C",3,196,200
"Juncus monanthos","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",22.6666666666667,"25C",0,192,200
"Juncus monanthos","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",26.6666666666667,"25C",0,193,200
"Juncus sphacelatus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Juncus sphacelatus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Juncus thomsonii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Juncus thomsonii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Juncus thomsonii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1350
"Juncus thomsonii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Juncus thomsonii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Juncus trifidus","Southern Alps","Mondoni","Italy Alp_176 NA NA","N","N","None","Y","N",20,"20C",1,39,41
"Juncus triglumis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_21814 NA NA","N","N","None","Y","N",20,"20C",20,20,20
"Juncus triglumis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_21814 NA NA","N","N","None","Y","N",21,"20C",134,140,140
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","Cold","Y","Y",9,"10C",16,81,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","Cold","Y","Y",17,"15C",26,65,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","Cold","Y","Y",25,"25C",11,64,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","None","N","N",3,"5C",21,210,300
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","None","Y","Y",9,"10C",75,92,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","None","Y","Y",17,"15C",82,88,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","None","Y","Y",25,"25C",6,71,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","Warm","Y","Y",9,"10C",88,92,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","Warm","Y","Y",17,"15C",83,88,100
"Jurinea humilis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 230812-07  30T 345477 4774356 NA","N","N","Warm","Y","Y",25,"25C",22,71,100
"Kelleria dieffenbachii","Australian Alps","Satyanti","Australia 792200 NA NA","N","N","None","Y","Y",20,"20C",0,35,75
"Kelleria dieffenbachii","Australian Alps","Satyanti","Australia 792200 NA NA","N","N","Warm","Y","Y",20,"20C",0,75,75
"Kelleria dieffenbachii","Australian Alps","Satyanti","Australia 792200 NA NA","N","Y","None","Y","Y",20,"20C",25,63,75
"Kobresia capillifolia","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Kobresia capillifolia","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Kobresia capillifolia","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Kobresia humilis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Kobresia humilis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Kobresia kansuensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Kobresia kansuensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Kobresia kansuensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,300
"Kobresia kansuensis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Kobresia kansuensis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Kobresia macrantha","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,300
"Kobresia macrantha","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,300
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","Cold","Y","Y",9,"10C",26,94,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","Cold","Y","Y",17,"15C",55,96,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","Cold","Y","Y",25,"25C",56,87,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","None","N","N",3,"5C",48,277,300
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","None","Y","Y",9,"10C",1,91,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","None","Y","Y",17,"15C",1,93,100
