"TPLName","Taxon","Source","Year","Country","Region","Macroregion","Accession","Latitude","Longitude","Elevation","Dish","Scarification","GA3","Stratification","Stratification_temperature","Stratification_days","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Sown","Germinated","Germinable","GRS","GRP","MGT","MGR","GSP","UNC","SYN","VGT","SDG","CVG"
"Carex firma","Carex firma","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d7","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,9,22,8,36.3636363636364,16.5,0.0606060606060606,6.06060606060606,1.5487949406954,0.357142857142857,187.142857142857,13.6800167084276,82.9091921722882
"Campanula alpina","Campanula alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d5","N","N","Cold","4","90","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,22,23,22,95.6521739130435,12.4545454545455,0.0802919708029197,8.02919708029197,0.439496986921513,0.826839826839827,91.939393939394,9.58850321684224,76.9879820330399
"Juncus monanthos","Juncus monanthos","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.557563 12.844833","47.557563",12.844833,"1984","d7","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,25,25,23,92,23.695652173913,0.0422018348623853,4.22018348623853,0.966451628747226,0.620553359683794,367.341897233202,19.1661654285149,80.8847348359347
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d3","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d3","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,5,16,5,31.25,13.4,0.0746268656716418,7.46268656716418,1.92192809488736,0.1,131.75,11.478240283249,85.6585095764851
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d8","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,12,13,12,92.3076923076923,9.5,0.105263157894737,10.5263157894737,1.28067212952089,0.409090909090909,53.9090909090909,7.34228104263865,77.2871688698805
"Soldanella alpina","Soldanella alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d2","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,12,12,8,66.6666666666667,24,0.0416666666666667,4.16666666666667,1.5,0.285714285714286,413.142857142857,20.325915899237,84.691316246821
"Achillea atrata","Achillea atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.579907 12.877855","47.579907",12.877855,"1824.5","d8","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,17,17,17,100,6.41176470588235,0.155963302752294,15.5963302752294,1.33282040458502,0.411764705882353,22.7720588235294,4.77200783984367,74.4258103461856
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d4","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,13,13,13,100,10.0769230769231,0.099236641221374,9.9236641221374,1.31432048670618,0.384615384615385,60.7371794871795,7.7934061543833,77.3391450434984
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d8","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,19,22,18,81.8181818181818,15.7777777777778,0.0633802816901408,6.33802816901408,1.89106111207265,0.241830065359477,156.248366013072,12.499934640352,79.2249378613859
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d6","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,2,25,2,8,21.5,0.0465116279069767,4.65116279069767,1,0,582.5,24.1350367722943,112.255984987416
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d6","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,25,25,25,100,4.8,0.208333333333333,20.8333333333333,1.15854883189038,0.47,12.1,3.47850542618522,72.4688630455254
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d1","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,3,16,1,6.25,31,0.032258064516129,3.2258064516129,0,NA,Inf,Inf,Inf
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d2","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,20,8,8,8,100,12,0.0833333333333333,8.33333333333333,1.5,0.285714285714286,93.1428571428571,9.65105471660259,80.4254559716883
"Campanula alpina","Campanula alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d3","N","N","Cold","4","90","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,21,23,21,91.304347826087,12,0.0833333333333333,8.33333333333333,0,1,85.05,9.22225568936364,76.852130744697
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d4","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,5,17,3,17.6470588235294,20.6666666666667,0.0483870967741935,4.83870967741935,1.58496250072116,0,404.5,20.1121853611188,97.3170259408973
"Androsace chamaejasme","Androsace chamajasme","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.530825 12.917733","47.530825",12.917733,"2200","d3","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,21,21,21,21,105,18.5714285714286,0.0538461538461538,5.38461538461539,1.55665670746282,0.314285714285714,219.321428571429,14.8095046700229,79.7434866847384
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d2","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,7,15,7,46.6666666666667,15.7142857142857,0.0636363636363636,6.36363636363636,1.66449777920046,0.285714285714286,173.97619047619,13.1900034297263,83.9363854618944
"Soldanella alpina","Soldanella alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d1","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,25,25,25,100,16.6,0.0602409638554217,6.02409638554217,1.51614765807761,0.336666666666667,170.158333333333,13.0444752034466,78.5811759243771
"Anthyllis vulneraria","Anthyllis vulneraria ssp. alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d5","Y","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,20,16,16,16,100,3.25,0.307692307692308,30.7692307692308,0.337290066617014,0.875,5.16666666666667,2.27303028283098,69.9393933178762
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d4","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,4,25,2,8,3,0.333333333333333,33.3333333333333,0,1,8,2.82842712474619,94.2809041582063
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d2","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,12,12,12,100,5.66666666666667,0.176470588235294,17.6470588235294,0.816689088315021,0.681818181818182,21.030303030303,4.58588083472554,80.9273088480978
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d5","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,2,13,1,7.69230769230769,17,0.0588235294117647,5.88235294117647,0,NA,Inf,Inf,Inf
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d7","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,2,17,1,5.88235294117647,31,0.032258064516129,3.2258064516129,0,NA,Inf,Inf,Inf
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d7","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,7,7,7,100,7.71428571428571,0.12962962962963,12.962962962963,0.591672778582327,0.714285714285714,36.3571428571429,6.02968845440151,78.1626281126122
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d6","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,22,25,22,88,6.68181818181818,0.149659863945578,14.9659863945578,0.831543549177066,0.675324675324675,24.0454545454545,4.90361647617904,73.3874574666251
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d1","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,4,16,4,25,15,0.0666666666666667,6.66666666666667,2,0,178,13.3416640641263,88.9444270941756
"Achillea atrata","Achillea atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.579907 12.877855","47.579907",12.877855,"1824.5","d6","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,11,17,7,41.1764705882353,23.5714285714286,0.0424242424242424,4.24242424242424,1.37878349348618,0.333333333333333,410.404761904762,20.2584491485593,85.9449357817666
"Soldanella alpina","Soldanella alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d4","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,14,24,14,58.3333333333333,22.5,0.0444444444444444,4.44444444444444,1.53061899484852,0.307692307692308,338.576923076923,18.4004598604742,81.7798216021077
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d3","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,7,19,4,21.0526315789474,20.5,0.0487804878048781,4.8780487804878,1.5,0.166666666666667,357,18.8944436276912,92.1680176960546
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d2","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,21,22,20,90.9090909090909,12,0.0833333333333333,8.33333333333333,1.37095059445467,0.410526315789474,85.6842105263158,9.25657660943374,77.1381384119478
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d8","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,17,17,17,100,14.5882352941176,0.0685483870967742,6.85483870967742,1.26077179389679,0.455882352941176,131.841911764706,11.4822433245732,78.7089260152195
"Juncus monanthos","Juncus monanthos","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.557563 12.844833","47.557563",12.844833,"1984","d8","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,2,25,2,8,12,0.0833333333333333,8.33333333333333,0,1,162,12.7279220613579,106.066017177982
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d3","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,18,23,18,78.2608695652174,11.2777777777778,0.0886699507389162,8.86699507389163,1.63373142064213,0.326797385620915,76.2385620915033,8.73146964098847,77.421898294479
"Juncus monanthos","Juncus monanthos","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.557563 12.844833","47.557563",12.844833,"1984","d5","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,22,25,22,88,21.3181818181818,0.046908315565032,4.6908315565032,1.6546483341185,0.337662337662338,293.75974025974,17.139420651228,80.3981352509628
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d5","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,21,23,15,65.2173913043478,17.3333333333333,0.0576923076923077,5.76923076923077,1.7819370635467,0.266666666666667,193.309523809524,13.9035795322472,80.2129588398878
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d3","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,0,15,0,0,NA,NA,NA,0,NA,0,0,NA
"Primula minima","Primula minima","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d1","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,8,18,8,44.4444444444444,8.875,0.112676056338028,11.2676056338028,1.06127812445913,0.535714285714286,48.8392857142857,6.98851097976427,78.7437856874847
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d7","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,13,16,13,81.25,17.7692307692308,0.0562770562770563,5.62770562770563,1.54858060652285,0.294871794871795,206.224358974359,14.36051388267,80.816744794247
"Anthyllis vulneraria","Anthyllis vulneraria ssp. alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d3","Y","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,20,20,20,100,3.65,0.273972602739726,27.3972602739726,0.568995593589281,0.805263157894737,6.81842105263158,2.6112106488431,71.5400177765232
"Juncus monanthos","Juncus monanthos","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.557563 12.844833","47.557563",12.844833,"1984","d4","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Carex firma","Carex firma","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d1","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,7,22,5,22.7272727272727,17.4,0.0574712643678161,5.74712643678161,1.37095059445467,0.3,224.95,14.9983332407304,86.1973174754624
"Juncus monanthos","Juncus monanthos","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.557563 12.844833","47.557563",12.844833,"1984","d2","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,1,25,1,4,7,0.142857142857143,14.2857142857143,0,NA,Inf,Inf,Inf
"Achillea atrata","Achillea atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.579907 12.877855","47.579907",12.877855,"1824.5","d2","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,19,20,19,95,6.94736842105263,0.143939393939394,14.3939393939394,1.71429775094792,0.304093567251462,27.9356725146199,5.28542075095445,76.078025960708
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d4","N","N","Cold","4","42","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,20,6,18,6,33.3333333333333,17.6666666666667,0.0566037735849057,5.66037735849057,1.45914791702724,0.266666666666667,225.333333333333,15.0111069989303,84.9685301826242
"Androsace chamaejasme","Androsace chamajasme","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.530825 12.917733","47.530825",12.917733,"2200","d8","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,20,20,20,20,100,22.6,0.0442477876106195,4.42477876106195,0.721928094887362,0.663157894736842,333.684210526316,18.2670252237828,80.8275452379768
"Juncus monanthos","Juncus monanthos","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.557563 12.844833","47.557563",12.844833,"1984","d6","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,7,25,7,28,13.4285714285714,0.074468085106383,7.4468085106383,0.863120568566631,0.523809523809524,120.261904761905,10.9663988967165,81.6646726351229
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d8","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,7,24,7,29.1666666666667,19.5714285714286,0.0510948905109489,5.10948905109489,1.95021206491475,0.142857142857143,273.833333333333,16.5479102406719,84.551366193214
"Soldanella alpina","Soldanella alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d5","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,19,19,14,73.6842105263158,26,0.0384615384615385,3.84615384615385,1.26380917388355,0.417582417582418,462.461538461538,21.5049189364094,82.7112266784976
"Primula minima","Primula minima","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d6","N","N","Cold","4","42","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,10,23,9,39.1304347826087,7,0.142857142857143,14.2857142857143,0,1,28.125,5.30330085889911,75.7614408414158
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d7","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,20,14,15,14,93.3333333333333,10.2142857142857,0.0979020979020979,9.79020979020979,1.29583638929116,0.395604395604396,62.1373626373626,7.88272558429904,77.1735371889416
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d8","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,11,14,11,78.5714285714286,18.9090909090909,0.0528846153846154,5.28846153846154,0.845350936622436,0.563636363636364,235.863636363636,15.3578525961033,81.2194127678539
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d7","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,8,8,8,100,8.875,0.112676056338028,11.2676056338028,0.954434002924965,0.464285714285714,48.5535714285714,6.96803928150319,78.5131186648246
"Carex sempervirens","Carex sempervirens","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d4","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,0,20,0,0,NA,NA,NA,0,NA,0,0,NA
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d8","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,20,18,18,18,100,6.55555555555556,0.152542372881356,15.2542372881356,0.503258334775646,0.790849673202614,23.1633986928105,4.81283686538516,73.4161555736719
