"TPLName","Taxon","Source","Year","Country","Region","Macroregion","Accession","Latitude","Longitude","Elevation","Dish","Scarification","GA3","Stratification","Stratification_temperature","Stratification_days","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Sown","Germinated","Germinable","GRS","GRP","MGT","MGR","GSP","UNC","SYN","VGT","SDG","CVG"
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d3","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,20,1,8,1,12.5,17,0.0588235294117647,5.88235294117647,0,NA,Inf,Inf,Inf
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d4","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,19,22,19,86.3636363636364,12.8421052631579,0.0778688524590164,7.78688524590164,1.78324743853251,0.327485380116959,101.172514619883,10.0584548823307,78.3240339197885
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d6","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d4","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,20,16,16,16,100,4.125,0.242424242424242,24.2424242424242,0.543564443199596,0.766666666666667,9.28333333333333,3.04685630336144,73.8631831117925
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d5","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,4,10,4,40,14.5,0.0689655172413793,6.89655172413793,0.811278124459133,0.5,162.333333333333,12.7410099024109,87.8690338097305
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d2","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d7","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,20,5,17,5,29.4117647058824,13,0.0769230769230769,7.69230769230769,1.92192809488736,0.1,129,11.3578166916005,87.3678207046196
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d4","N","N","Cold","4","42","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,6,11,5,45.4545454545455,21.6,0.0462962962962963,4.62962962962963,1.92192809488736,0.1,362.55,19.0407457837134,88.151600850525
"Carex firma","Carex firma","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d8","N","N","Cold","4","42","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,14,21,13,61.9047619047619,12.3846153846154,0.0807453416149068,8.07453416149068,0.391243563629256,0.846153846153846,93.9294871794872,9.69172261156329,78.2561453107595
"Carex sempervirens","Carex sempervirens","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d5","N","N","Cold","4","42","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,20,3,20,3,15,21.6666666666667,0.0461538461538461,4.61538461538462,0.91829583405449,0.333333333333333,433.833333333333,20.8286661438829,96.1323052794595
"Bartsia alpina","Bartsia alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d5","N","N","Cold","4","42","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,3,21,3,14.2857142857143,12,0.0833333333333333,8.33333333333333,0,1,121.5,11.0227038425243,91.8558653543692
"Bartsia alpina","Bartsia alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d1","N","N","Cold","4","42","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d3","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,5,17,4,23.5294117647059,15.5,0.0645161290322581,6.45161290322581,1.5,0.166666666666667,195.666666666667,13.9880901722382,90.245743046698
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d7","N","N","Cold","4","42","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,20,8,13,8,61.5384615384615,17.375,0.0575539568345324,5.75539568345324,1.2987949406954,0.392857142857143,210.125,14.4956890143242,83.4284259817222
"Achillea atrata","Achillea atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.579907 12.877855","47.579907",12.877855,"1824.5","d2","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,8,18,6,33.3333333333333,22.6666666666667,0.0441176470588235,4.41176470588235,1.79248125036058,0.2,391.866666666667,19.7956224117017,87.3336282869193
"Erigeron pulchellus","Erigeron glabratus","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.526739 12.91314","47.526739",12.91314,"1803","d6","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,1,15,2,13.3333333333333,17,0.0588235294117647,5.88235294117647,0,1,338,18.3847763108502,108.145743005001
"Bartsia alpina","Bartsia alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d3","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,1,19,1,5.26315789473684,7,0.142857142857143,14.2857142857143,0,NA,Inf,Inf,Inf
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d1","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,7,24,6,25,23.1666666666667,0.0431654676258993,4.31654676258993,1.25162916738782,0.4,404.3,20.1072126362656,86.7937236097797
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d1","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,4,4,4,100,7,0.142857142857143,14.2857142857143,0,1,33.3333333333333,5.77350269189626,82.4786098842323
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d1","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,25,25,25,100,4.12,0.242718446601942,24.2718446601942,0.855450810560131,0.58,8.61166666666667,2.93456413572215,71.2272848476249
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d1","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,12,21,5,23.8095238095238,21.2,0.0471698113207547,4.71698113207547,1.92192809488736,0.1,357.1,18.8970897230235,89.1372156746391
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d5","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,5,9,3,33.3333333333333,17.6666666666667,0.0566037735849057,5.66037735849057,1.58496250072116,0,281.166666666667,16.7680251272076,94.913349776647
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d2","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,21,21,21,100,15.3809523809524,0.065015479876161,6.5015479876161,1.41802600556081,0.376190476190476,145.807142857143,12.0750628510639,78.5066005796723
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d5","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,9,12,8,66.6666666666667,14.75,0.0677966101694915,6.77966101694915,1.2987949406954,0.392857142857143,145.214285714286,12.0504890238648,81.6982306702698
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d2","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,14,21,7,33.3333333333333,14,0.0714285714285714,7.14285714285714,1.84237099317711,0.19047619047619,141.666666666667,11.9023807142381,85.0170051017006
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d3","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,22,23,17,73.9130434782609,20.3529411764706,0.0491329479768786,4.91329479768786,1.97133528530698,0.213235294117647,271.136029411765,16.4662087139622,80.903337611953
"Sesleria albicans","Sesleria albicans","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d8","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,5,18,3,16.6666666666667,26.3333333333333,0.0379746835443038,3.79746835443038,0.91829583405449,0.333333333333333,661.833333333333,25.7261216146805,97.6941327139767
"Carex sempervirens","Carex sempervirens","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d6","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,0,20,0,0,NA,NA,NA,0,NA,0,0,NA
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d3","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,21,25,21,84,6.71428571428571,0.148936170212766,14.8936170212766,1.12549080686791,0.533333333333333,24.5785714285714,4.95767802792511,73.8377578627144
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d2","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,10,10,10,100,6.6,0.151515151515152,15.1515151515152,0.468995593589281,0.8,24.6444444444444,4.96431711763506,75.2169260247736
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d1","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,6,18,6,33.3333333333333,11.3333333333333,0.0882352941176471,8.82352941176471,1.91829583405449,0.133333333333333,88.0666666666667,9.38438419219219,82.8033899311075
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d4","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,10,24,8,33.3333333333333,14.75,0.0677966101694915,6.77966101694915,1.81127812445913,0.214285714285714,150.142857142857,12.2532794444123,83.0730809790665
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d3","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Carex sempervirens","Carex sempervirens","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d3","N","N","Cold","4","42","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,9,20,9,45,17.6666666666667,0.0566037735849057,5.66037735849057,1.7527152789797,0.25,211.125,14.5301410867204,82.2460816229456
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d7","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,20,25,20,80,7.1,0.140845070422535,14.0845070422535,1.33616025437381,0.463157894736842,28.7052631578947,5.35772929121048,75.460975932542
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d5","N","N","Cold","4","42","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,20,5,7,3,42.8571428571429,17,0.0588235294117647,5.88235294117647,0,1,253.5,15.9216833280907,93.6569607534745
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d2","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,2,17,2,11.7647058823529,14.5,0.0689655172413793,6.89655172413793,1,0,242.5,15.5724115023974,107.395941395844
"Primula minima","Primula minima","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d8","N","N","Cold","4","42","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,16,23,15,65.2173913043478,9.8,0.102040816326531,10.2040816326531,1.23664074194117,0.533333333333333,57.5571428571429,7.58664239681447,77.4147183348416
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d5","N","N","Cold","4","90","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d2","N","N","Cold","4","42","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,4,12,4,33.3333333333333,17.5,0.0571428571428571,5.71428571428571,1.5,0.166666666666667,243.666666666667,15.6098259652908,89.1990055159474
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d8","N","N","Cold","4","90","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Silene acaulis","Silene acaulis","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d1","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,21,25,21,84,4.76190476190476,0.21,21,1.16578405181507,0.471428571428571,12.0238095238095,3.46753652090494,72.8182669390037
"Androsace chamaejasme","Androsace chamajasme","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.530825 12.917733","47.530825",12.917733,"2200","d3","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,1,20,0,0,NA,NA,NA,0,NA,0,0,NA
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d8","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,12,25,5,20,16.8,0.0595238095238095,5.95238095238095,1.92192809488736,0.1,213.45,14.6099281312401,86.963857924048
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d5","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,1,16,0,0,NA,NA,NA,0,NA,0,0,NA
"Achillea atrata","Achillea atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.579907 12.877855","47.579907",12.877855,"1824.5","d6","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,17,19,17,89.4736842105263,12.1176470588235,0.0825242718446602,8.25242718446602,2.25690898955835,0.169117647058824,93.1066176470588,9.64917704506756,79.6291309544411
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d3","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,2,19,2,10.5263157894737,24,0.0416666666666667,4.16666666666667,0,1,722,26.8700576850888,111.95857368787
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d1","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,17,20,16,80,13,0.0769230769230769,7.69230769230769,1.74899922306228,0.283333333333333,105.2,10.2567051239665,78.897731722819
"Poa alpina","Poa alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2008 47.554591 12.823523","47.554591",12.823523,"1808","d3","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,20,12,12,12,100,13.4166666666667,0.0745341614906832,7.45341614906832,0.816689088315021,0.681818181818182,113.143939393939,10.6369139976752,79.2813465665235
"Soldanella alpina","Soldanella alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.557563 12.844833","47.557563",12.844833,"1984","d4","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,24,25,24,96,16.1666666666667,0.0618556701030928,6.18556701030928,1.61254748738138,0.340579710144928,161.594202898551,12.7119708502872,78.6307475275495
"Anthoxanthum odoratum","Antoxanthum alpinum","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.529166 12.91628","47.529166",12.91628,"2020","d3","N","N","None",NA,"0","Y",14,"Y",8,14,6,10.6666666666667,"10C",NA,25,9,19,8,42.1052631578947,19,0.0526315789473684,5.26315789473684,1.40563906222957,0.321428571428571,249.142857142857,15.7842597907807,83.0750515304249
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d3","N","N","Cold","4","42","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,20,15,15,15,100,3.53333333333333,0.283018867924528,28.3018867924528,0.566509506552905,0.752380952380952,6.2952380952381,2.50903130614947,71.0103199853622
"Anthyllis vulneraria","Anthyllis vulneraria ssp. alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d3","Y","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,21,21,21,100,3,0.333333333333333,33.3333333333333,0,1,4.2,2.04939015319192,68.3130051063973
"Agrostis alpina","Agrostis alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.545598 12.819145","47.545598",12.819145,"2197","d8","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d3","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,10,23,9,39.1304347826087,14.8888888888889,0.0671641791044776,6.71641791044776,1.44661666762821,0.416666666666667,148.875,12.2014343419124,81.949932147173
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d3","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,3,22,3,13.6363636363636,26.3333333333333,0.0379746835443038,3.79746835443038,0.91829583405449,0.333333333333333,661.833333333333,25.7261216146805,97.6941327139767
"Myosotis alpestris","Myosotis alpestris","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.559092 12.816441","47.559092",12.816441,"1579","d3","N","N","Cold","4","42","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,20,7,18,6,33.3333333333333,15.6666666666667,0.0638297872340426,6.38297872340426,1.45914791702724,0.266666666666667,173.466666666667,13.1706744955096,84.0681350777208
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d6","N","N","Cold","4","90","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,7,25,7,28,25.5714285714286,0.0391061452513966,3.91061452513966,0.863120568566631,0.523809523809524,489.02380952381,22.1138827328855,86.4788710224571
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d6","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,0,23,0,0,NA,NA,NA,0,NA,0,0,NA
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d7","N","N","Cold","4","90","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Bartsia alpina","Bartsia alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d4","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d5","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,8,25,6,24,18.5,0.0540540540540541,5.40540540540541,1.45914791702724,0.266666666666667,247.1,15.7194147473753,84.9698094452719
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d7","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,0,18,0,0,NA,NA,NA,0,NA,0,0,NA
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d6","N","N","Cold","4","90","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,3,25,3,12,22.3333333333333,0.0447761194029851,4.47761194029851,1.58496250072116,0,470.5,21.6910119634839,97.1239341648531
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d5","N","N","Cold","4","90","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d5","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,0,17,0,0,NA,NA,NA,0,NA,0,0,NA
"Dryas octopetala","Dryas octopetala","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.568943 12.932046","47.568943",12.932046,"2032","d8","N","N","Cold","4","42","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,20,0,5,0,0,NA,NA,NA,0,NA,0,0,NA
"Carex atrata","Carex atrata","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.561966 13.056241","47.561966",13.056241,"2180","d7","N","N","Cold","4","90","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,9,25,9,36,24.2222222222222,0.0412844036697248,4.12844036697248,1.35164411515339,0.361111111111111,417.180555555556,20.4249983000135,84.3233874771201
"Anthyllis vulneraria","Anthyllis vulneraria ssp. alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2010 47.554591 12.823523","47.554591",12.823523,"1808","d1","Y","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,20,20,20,20,100,3.6,0.277777777777778,27.7777777777778,0.6098403047164,0.731578947368421,6.45263157894737,2.54020305860523,70.5611960723675
"Androsace chamaejasme","Androsace chamajasme","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.530825 12.917733","47.530825",12.917733,"2200","d2","N","N","Cold","4","42","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,20,20,20,19,95,22,0.0454545454545455,4.54545454545455,1.77982998767616,0.292397660818713,317.277777777778,17.8122928837861,80.9649676535733
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d1","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,11,25,3,12,31,0.032258064516129,3.2258064516129,0,1,937.5,30.6186217847897,98.7697476928701
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d4","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d3","N","N","None",NA,"0","Y",14,"Y",8,10,2,6.66666666666667,"5C",NA,25,8,23,3,13.0434782608696,31,0.032258064516129,3.2258064516129,0,1,937.5,30.6186217847897,98.7697476928701
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d7","N","N","None",NA,"0","Y",14,"Y",8,26,18,22.6666666666667,"25C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d5","N","N","None",NA,"0","Y",14,"Y",8,30,22,26.6666666666667,"25C",NA,25,0,22,0,0,NA,NA,NA,0,NA,0,0,NA
"Primula auricula","Primula auricula","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2011 47.494269 12.937623","47.494269",12.937623,"1621","d7","N","N","None",NA,"0","Y",14,"Y",8,18,10,14.6666666666667,"15C",NA,25,5,24,5,20.8333333333333,22.6,0.0442477876106195,4.42477876106195,0.721928094887362,0.6,396.25,19.9060292373944,88.0797753867008
"Homogyne alpina","Homogyne alpina","Rosbakh",NA,"Germany","European Alps","Europe","Germany 2009 47.557563 12.844833","47.557563",12.844833,"1984","d5","N","N","None",NA,"0","Y",14,"Y",8,22,14,18.6666666666667,"20C",NA,25,8,24,7,29.1666666666667,15.7142857142857,0.0636363636363636,6.36363636363636,1.55665670746282,0.238095238095238,173.97619047619,13.1900034297263,83.9363854618944
