"TPLName","Dormancy"
"Magnolia betongensis","MD"
"Magnolia campbellii","MPD"
"Magnolia caveana","MD"
"Magnolia champaca","MPD"
"Magnolia compressa","MPD"
"Magnolia cylindrica","MPD"
"Magnolia dawsoniana","MPD"
"Magnolia doltsopa","MD"
"Magnolia elegans","MD"
"Magnolia floribunda","MPD"
"Magnolia fraseri","MPD"
"Magnolia fulva","MPD"
"Magnolia garrettii","MPD"
"Magnolia globosa","MPD"
"Magnolia grandiflora","MPD"
"Magnolia insignis","MD"
"Magnolia kobus","MPD"
"Magnolia laevifolia","MPD"
"Magnolia macrophylla","MPD"
"Magnolia montana","MD"
"Magnolia obovata","MPD"
"Magnolia ovata","MPD"
"Magnolia patungensis","MPD"
"Magnolia portoricensis","MPD"
"Magnolia scheidiana","MPD"
"Magnolia sinica","MPD"
"Magnolia soulangeana","MPD"
"Magnolia sphaerantha","MPD"
"Magnolia splendens","MD"
"Magnolia sprengeri","MPD"
"Magnolia tripetala","MPD"
"Magnolia virginiana","MPD"
"Magnolia wilsonii","MPD"
"Magonia pubescens","ND"
"Mahonia fremontii","PD"
"Mahonia higginsiae","PD"
"Mahonia oiwakensis","ND"
"Maianthemum biflorum","MPD"
"Maianthemum bifolium","MPD"
"Maianthemum canadense","MPD"
"Maianthemum racemosum","MPD"
"Maianthemum stellatum","MPD"
"Maianthemum trifolium","PD"
"Maingaya malayana","ND"
"Maireana carnosa","PD"
"Maireana scleroptera","PD"
"Majidea forsteri","ND"
"Malachothamnus fasciculatus","PY"
"Malachra alceifolia","PY"
"Malacomeles denticulata","PD"
"Malcolmia africana","PD"
"Malcolmia circinnata","PD"
"Malephora latipetala","PD"
"Mallotus apelta","PD"
"Mallotus japonicus","PD"
"Mallotus khasianus","PD"
"Mallotus leucodermis","ND"
"Mallotus paniculatus","PD"
"Mallotus philippinensis","PD"
"Malosma laurina","PY"
"Malosoma laurina","PY"
"Malouetia arborea","ND"
"Malpighia glabra","PD"
"Malus arnoldiana","PD"
"Malus asiatica","PD"
"Malus baccata","PD"
"Malus coronaria","PD"
"Malus domestica","PD"
"Malus floribunda","PD"
"Malus fusca","PD"
"Malus ioensis","PD"
"Malus kansuensis","PD"
"Malus mandshurica","PD"
"Malus niedzwetzkyana","PD"
"Malus orthocarpa","PD"
"Malus pallasiana","PD"
"Malus prunifolia","PD"
"Malus pumila","PD"
"Malus ringo","PD"
"Malus robusta","PD"
"Malus sargentii","PD"
"Malus sieboldii","PD"
"Malus sieversii","PD"
"Malus sylvestris","PD"
"Malus transitoria","PD"
"Malus trilobata","PD"
"Malus zumi","PD"
"Malva alcea","PY"
"Malva arborea","PY"
"Malva moschata","PY"
"Malva multiflora","PY"
"Malva neglecta","PY"
"Malva parviflora","PY"
"Malva pusilla","PY"
"Malva sinensis","PY"
"Malva sylvestris","PY"
"Malva verticillata","PY"
"Malvastrum americanum","PY"
"Malvastrum coromandelianum","PY"
"Mammea africana","PD"
"Mammea americana","PD"
"Mammea siamensis","ND"
"Mammillaria aureilanata","PD"
"Mammillaria aurihamata","PD"
"Mammillaria backebergiana","PD"
"Mammillaria bocasana","PD"
"Mammillaria bombycina","PD"
"Mammillaria chionocephala","PD"
"Mammillaria discolor","PD"
"Mammillaria fuauxiana","PD"
"Mammillaria gaumeri","ND"
"Mammillaria haageana","PD"
"Mammillaria hamata","PD"
"Mammillaria hernandezii","ND"
"Mammillaria huitzilopochtli","ND"
"Mammillaria ingens","PD"
"Mammillaria karwinskiana","PD"
"Mammillaria kraehenbuehlii","PD"
"Mammillaria latispina","PD"
"Mammillaria longimamma","PD"
"Mammillaria magnifica","PD"
"Mammillaria magnimamma","ND"
"Mammillaria mammillaris","PD"
"Mammillaria mystax","ND"
"Mammillaria oteroi","ND"
"Mammillaria pectinifera","PD"
"Mammillaria plumosa","PD"
"Mammillaria polythele","PD"
"Mammillaria robustus","PD"
"Mammillaria solisioides","PD"
"Mammillaria sphacelata","PD"
"Mammillaria spinosissima","PD"
"Mammillaria winterae","ND"
"Mammilloydia candida","PD"
"Manfreda scabra","ND"
"Manfreda virginica","PD"
"Mangifera caesia","PD"
"Mangifera caloneura","PD"
"Mangifera foetida","ND"
"Mangifera gracilipes","ND"
"Mangifera griffithii","ND"
"Mangifera indica","ND"
"Mangifera odorata","PD"
"Mangifera persiciformis","ND"
"Mangifera quadrifida","PD"
"Mangifera sylvatica","PD"
"Mangifera zeylanica","ND"
"Manglieta dolichogyna","MPD"
"Manglietia azedarach","MPD"
"Manihot carthaginensis","PD"
"Manihot dichotoma","PD"
"Manihot esculenta","PD"
"Manihot grahamii","PD"
"Manilkara bidentata","PD"
"Manilkara hexandra","PD"
"Manilkara huberi","PD"
"Manilkara obovata","ND"
"Manilkara rufula","PD"
"Manilkara salzmannii","PD"
"Manilkara subsericea","PD"
"Manilkara sylvestris","PD"
"Manilkara zapota","PD"
"Mansonia altissima","ND"
"Manulea cheiranthus","PD"
"Maprounea guianensis","ND"
"Maquira guianensis","ND"
"Maquira sclerophylla","ND"
"Marah fabacea","PD"
"Marah macrocarpa","ND"
"Marah oreganus","PD"
"Maranthes chrysophylla","PD"
"Maranthes corymbosa","PD"
"Maranthes glabra","PD"
"Marathrum haenkeanum","ND"
"Marathrum rubrum","ND"
"Marathrum schiedeanum","ND"
"Marcetia taxifolia","ND"
"Marcetina taxifolia","PD"
"Mareya micrantha","ND"
"Mareyopsis longifolia","ND"
"Margaritaria discoidea","PD"
"Margaritaria nobilis","PD"
"Maripa panamensis","ND"
"Markhamia lutea","ND"
"Markhamia stipulata","ND"
"Markhamia tomentosa","ND"
"Marmaroxylon racemosum","ND"
"Marrolobium acaciifolium","ND"
"Marrubium vulgare","PD"
"Marshallia caespitosa","PD"
"Mascagnia ovatifolia","ND"
"Massularia acuminata","PD"
"Mastixia pentandra","PD"
"Matayba apetala","PD"
"Matayba domingensis","PY"
"Matayba granulosa","PY"
"Matayba opaca","PY"
"Matelea maritima","PD"
"Matricaria chamomilla","PD"
"Matthaea sancta","MPD"
"Matthiola tricuspidata","PD"
"Maurutia flexuosa","MPD"
"Maurutia vinifera","MPD"
"Maytenus arbutifolia","PD"
"Maytenus boaria","PD"
"Maytenus obtusifolia","PD"
"Maytenus robusta","PD"
"Meconopsis betonicifolia","MPD"
"Meconopsis dhwojii","MPD"
"Meconopsis gracilipes","MPD"
"Meconopsis grandis","MPD"
"Meconopsis horridula","MPD"
"Meconopsis integrifolia","MPD"
"Meconopsis paniculata","MPD"
"Meconopsis punicea","MPD"
"Meconopsis quintuplinervia","MPD"
"Meconopsis regia","MPD"
"Medemia argun","MPD"
"Medicago altissima","PY"
"Medicago arabica","PYPD"
"Medicago blancheana","PY"
"Medicago constricta","PY"
"Medicago coronata","PY"
"Medicago doliata","PY"
"Medicago falcata","PY"
"Medicago intertexta","PY"
"Medicago lupulina","PY"
"Medicago minima","PY"
"Medicago monspeliaca","PY"
"Medicago orbicularis","PY"
"Medicago polymorpha","PY"
"Medicago praecox","PY"
"Medicago pudica","PY"
"Medicago rigidula","PY"
"Medicago rotata","PY"
"Medicago rugosa","PY"
"Medicago ruthenica","PY"
"Medicago sativa","PY"
"Medicago scutellata","PY"
"Medicago tornata","PY"
"Medicago truncatula","PY"
"Medicago turbinata","PY"
"Megacarpaea delavayi","PD"
"Melaleuca arcana","ND"
"Melaleuca argentea","ND"
"Melaleuca biconvexa","PD"
"Melaleuca bracteata","ND"
"Melaleuca cajuputi","ND"
"Melaleuca calothamnoides","PD"
"Melaleuca cardiophylla","ND"
"Melaleuca coccinea","ND"
"Melaleuca conothamnoides","PD"
"Melaleuca dealbata","ND"
"Melaleuca deanei","PD"
"Melaleuca glaberrima","PD"
"Melaleuca groveana","ND"
"Melaleuca irbyana","PD"
"Melaleuca lanceolata","PD"
"Melaleuca leucadendra","ND"
"Melaleuca ordinifolia","ND"
"Melaleuca pentagona","PD"
"Melaleuca preissiana","PD"
"Melaleuca pritzelii","ND"
"Melaleuca pulchella","PD"
"Melaleuca quinquenervia","ND"
"Melaleuca rhaphiophylla","PD"
"Melaleuca sciotostyla","ND"
"Melaleuca sculponeata","ND"
"Melaleuca seriata","PD"
"Melaleuca spathulata","PD"
"Melaleuca stenostachya","ND"
"Melaleuca striata","PD"
"Melaleuca suberosa","PD"
"Melaleuca violacea","PD"
"Melaleuca viridiflora","ND"
"Melampyrum arvense","MD"
"Melampyrum l.","MD"
"Melanolepis multiglandulosa","ND"
"Melanorrhoea laccifera","ND"
"Melanorrhoea usitata","ND"
"Melanoxylon brauna","ND"
"Melanthera tenuifolia","PD"
"Melastoma malabathricum","PD"
"Melastoma sanguineum","PD"
"Melia azedarach","PD"
"Melia volkensii","PD"
"Melica californica","PD"
"Melica geyeri","PD"
"Melica imperfecta","PD"
"Melica nutans","PD"
"Melica onoei","ND"
"Melica przewalskyi","ND"
"Melica stricta","PD"
"Melichrus urceolatus","PD"
"Melicia excelsa","PD"
"Melicoccus bijugatus","ND"
"Melicope elleryana","PD"
"Melicope pteleifolia","PD"
"Melicope simplex","PD"
"Melicope xanthoxyloides","PD"
"Melicytus lanceolatus","PD"
"Melicytus ramiflorus","PD"
"Melilotus albus","PY"
"Melilotus dentatus","PY"
"Melilotus indicus","PY"
"Melilotus messanensis","PY"
"Melilotus officinalis","PY"
"Melilotus segetalis","PY"
"Melilotus suaveolens","PY"
"Melinis minutiflora","PD"
"Melinis repens","PD"
"Meliococcus bijugatus","PD"
"Meliosma dilleniifolia","ND"
"Meliosma pinnata","PD"
"Meliosma rigida","PD"
"Meliosma sellowii","PD"
"Meliosma simplicifolia","PD"
"Meliosma sumatrana","PD"
"Meliosma wightii","PD"
"Melittis melissophyllum","PD"
"Melocactus curvispinus","PD"
"Melocanna baccifera","ND"
"Melocannaaccifera NA","ND"
"Melochia corchorifolia","PY"
"Memecylon cantleyi","PD"
"Memecylon intermedium","PD"
"Memecylon ligustrifolium","ND"
"Memecylon plebejum","ND"
"Mendoncia litoralis","PD"
"Menispermum dauricum","PD"
"Menodora scabra","ND"
"Mentha aquatica","PD"
"Mentha arvensis","PD"
"Mentha canadensis","PD"
"Mentzelia aspera","PD"
"Mentzelia dispersa","PD"
"Menyanthes trifoliata","MPD"
"Mercurialis annua","PD"
"Mercurialis perennis","PD"
"Merillia caloxylon","PD"
"Merremia aegyptia","PY"
"Merremia cissoides","PY"
"Merremia dissecta","PY"
"Mertensia ciliata","PD"
"Mertensia maritima","PD"
"Mertensia virginica","PD"
"Merwilla plumbea","MD"
"Mesembryanthemum noctiflorum","PD"
"Mesembryanthemum nodiflorum","PD"
"Mesembryanthemum vaginatum","PD"
"Mesembryanthmum crystallinum","PD"
"Messerchmidia argentea","ND"
"Mesua ferrea","PD"
"Metalasia muricata","PD"
"Metaplexis japonica","ND"
"Metasequoia glyptostroboides","ND"
"Metopium brownei","ND"
"Metrodorea nigra","PD"
"Metrodorea stipularis","ND"
"Metrosideros excelsa","ND"
"Metrosideros polymorpha","ND"
"Metrosideros robusta","PD"
"Metrosideros tremuloides","ND"
"Metrosideros umbellata","ND"
"Metroxylon sagu","MPD"
"Mezilaurus crassiramea","PD"
"Mezilaurus ita-uba","PD"
"Mezilaurus synandra","ND"
"Mezzettia parviflora","MPD"
"Mibora minima","PD"
"Michelia niligericum","MPD"
"Miconia albicans","ND"
"Miconia argentea","PD"
"Miconia calvescens","PD"
"Miconia chamissois","ND"
"Miconia cinnamomifolia","PD"
"Miconia langsdorffii","PD"
"Miconia ligulata","ND"
"Miconia longifolia","PD"
"Miconia minutiflora","PD"
"Miconia nervosa","ND"
"Miconia racemosa","ND"
"Miconia rubiginosa","PD"
"Miconia stenostachya","PD"
"Miconiaarbinervis centrodesma","PD"
"Miconiaarbinervis dorsiloba","PD"
"Miconiaarbinervis gracilis","PD"
"Miconiaarbinervis grayumii","PD"
"Miconiaarbinervis multispecata","ND"
"Miconiaarbinervis NA","ND"
"Miconiaarbinervis nervosa","ND"
"Miconiaarbinervis simplex","ND"
"Micrandra elata","ND"
"Microberlinia bisulcata","ND"
"Microchanthus flaviflorus","ND"
"Microcnemum coralloides","PD"
"Microcorys eremophiloides","PD"
"Microcos latifolia","PY"
"Microcos laurifolia","PY"
"Microcos paniculata","PY"
"Microcycas calocoma","MPD"
"Microdesmis caseariifolia","PD"
"Microdesmis puberula","ND"
"Micromelium minutum","ND"
"Micromelum hirsutum","ND"
"Micropholis venulosa","PD"
"Micropiper excelsum","MPD"
"Microseris laciniata","PD"
"Microseris lanceolata","PD"
"Microsteris gracilis","PD"
"Microtropisivalvis NA","PD"
"Mikania cordifolia","PD"
"Mikania micrantha","PD"
"Mikania scandens","PD"
"Mikania sprucei","ND"
"Milicia excelsa","PD"
"Milium effusum","PD"
"Miliusa horsfieldii","MPD"
"Miliusa velutina","MPD"
"Milletia thoningii","PY"
"Millettia dura","PY"
"Millettia hemsleyana","ND"
"Millettia ichthyotona","PY"
"Millettia sericea","PY"
"Millettia zechiana","ND"
"Millingtonia hortensis","ND"
"Millotia myosotidifolia","PD"
"Mimosa aculeaticarpa","PY"
"Mimosa adenantheroides","PY"
"Mimosa artemisiana","ND"
"Mimosa bimucronata","PY"
"Mimosa borealis","PY"
"Mimosa caesalpiniifolia","PY"
"Mimosa calcicola","PY"
"Mimosa chaetocarpa","PY"
"Mimosa claussenii","PY"
"Mimosa decorticans","PY"
"Mimosa depauperata","PY"
"Mimosa foliosa","PY"
"Mimosa hamata","PY"
"Mimosa heringeri","PY"
"Mimosa invisa","PY"
"Mimosa lacerata","PY"
"Mimosa luisana","PY"
"Mimosa multipinna","PY"
"Mimosa obovata","PY"
"Mimosa polyantha","PY"
"Mimosa pudica","PY"
"Mimosa quadrivalvis","PY"
"Mimosa scabrella","PY"
"Mimosa setosissima","PY"
"Mimosa similis","PY"
"Mimosa somnians","PY"
"Mimosa tenuiflora","PY"
"Mimulus bolanderi","PD"
"Mimulus gracilipes","PD"
"Mimulus guttatus","PD"
"Mimulus luteus","PD"
"Mimulus ringens","PD"
"Mimusops balata","PD"
"Mimusops elengi","ND"
"Minquartia guianensis","MPD"
"Minuartia meyeri","PD"
"Minuartia patula","PD"
"Minuartia rupestris","PD"
"Minuartia setacea","PD"
"Minuartia villarsii","PD"
"Minuria integerrima","ND"
"Mirabilis multiflora","PD"
"Mirbelia ramulosa","PY"
"Miricaria paniculata","PD"
"Miscanthus sacchariflorus","ND"
"Mischocarpus exangulatus","ND"
"Mischocarpus pentapetalus","PD"
"Mitchella repens","MPD"
"Mitella diphylla","PD"
"Mitracarpus hirtus","PD"
"Mitragyna diversifolia","ND"
"Mitragyna hirsuta","PD"
"Mitragyna parvifolia","PD"
"Mitraria coccinea","PD"
"Mitraria conninea","PD"
"Mitrephora teysmannii","MPD"
"Moehringia muscosa","PD"
"Moehringia trinervia","PD"
"Moldenhawera floribunda","ND"
"Molinia caerulea","PD"
"Mollugo cerviana","PD"
"Mollugo nudicaulis","PD"
"Mollugo verticillata","PD"
"Moluccella laevis","PD"
"Momordica charantia","PD"
"Monachather paradoxus","PD"
"Monarda fistulosa","PD"
"Monarda punctata","PD"
"Monimia ovalifolia","MPD"
"Monimia rotundifolia","MPD"
"Monochoria korsakowii","PD"
"Monochoria vaginalis","PD"
"Monodora myristica","MD"
"Monodora tenuifolia","MD"
"Monopsis lutea","PD"
"Monopsis stellarioides","MPD"
"Monotaxis grandiflora","PD"
"Monsonia burkeana","PY"
"Mora excelsa","ND"
"Mora gonggrijpii","ND"
"Mora paraensis","PY"
"Moraea collina","PD"
"Morella serrata","ND"
"Morelotia gahniiformis","PD"
"Moricandia foetida","PD"
"Morina kokonorica","PD"
"Morina nepalensis","PD"
"Morinda citrifolia","PD"
"Morinda lucida","ND"
"Morinda trimera","PD"
"Moringa oleifera","PD"
"Moringa peregrina","ND"
"Moringa pterygosperma","PD"
"Moringa stenopetala","PD"
"Morrenia odorata","PD"
"Morus alba","PD"
"Morus australis","PD"
"Morus japonica","PD"
"Morus macroura","PD"
"Morus mesozygia","ND"
"Morus nigra","PD"
"Morus rubra","PD"
"Mosannona depressa","MD"
"Mouriri myrtilloides","PD"
"Mouriri nervosa","ND"
"Mucuna gigantea","PY"
"Mucuna holtonii","PY"
"Mucuna urens","PY"
"Muehlenbeckia australis","PD"
"Muelleranthus trifoliolatus","PY"
"Muhlenbergia cuspidata","PD"
"Muhlenbergia porteri","PD"
"Muhlenbergia racemosa","PD"
"Muhlenbergia rigens","PD"
"Muhlenbergia schreberi","PD"
"Mulguraea ligustrina","PD"
"Mulinum spinosum","MPD"
"Mundulea sericea","PY"
"Munroidendrum racemosum","MPD"
"Muntingia calabura","PD"
"Muraltica muricata","PD"
"Murdannia nudiflora","PD"
"Murraya koenigii","ND"
"Murraya paniculata","ND"
"Musa acuminata","MPD"
"Musa balbisiana","MPD"
"Musa gracilis","MPD"
"Musa velutina","MPD"
"Musa violascens","MPD"
"Musanga cecropioides","PD"
"Muscari neglectum","MPD"
"Mutisia coccinea","PD"
"Myagrum perfoliatum","PD"
"Myoporum cordifolium","PD"
"Myoporum laetum","PD"
"Myoporum sandwicense","PD"
"Myoporum tenuifolium","PD"
"Myoporum turbinatum","PD"
"Myosotis arvensis","MPD"
"Myosotis laxa","PD"
"Myosotis ramosissima","PD"
"Myosotis stricta","PD"
"Myosotis sylvatica","PD"
"Myosurus minimus","MPD"
"Myracrodruon NA","ND"
"Myracrodruon urundeuva","PD"
"Myrceugenella parvifolia","ND"
"Myrceugenia exsucca","ND"
"Myrceugenia ovata","ND"
"Myrceugenia planipes","ND"
"Myrcia deflexa","PD"
"Myrcia fenzliana","PD"
"Myrcia fosteri","ND"
"Myrcia hebepetala","ND"
"Myrcia obovata","PD"
"Myrcia selloi","PD"
"Myrcia tomentosa","PD"
"Myrcia vittoriana","ND"
"Myrcianthes pungens","PD"
"Myrciaria dubia","PD"
"Myrianthus arboreus","ND"
"Myrica californica","PD"
"Myrica carolenensis","PD"
"Myrica esculenta","PD"
"Myrica gale","PD"
"Myrica pensylvanica","PD"
"Myrica rubra","PD"
"Myriocephalus rudallii","PD"
"Myriophyllum spicatum","PD"
"Myristica andamanica","MPD"
"Myristica crassa","MPD"
"Myristica dactyloides","MPD"
"Myristica globosa","MPD"
"Myristica insipida","MD"
"Myristica malaccensis","MPD"
"Myrocarpus fastigiatus","PY"
"Myrocarpus frondosus","ND"
"Myrocarpus peruiferum","PY"
"Myroxylon balsamum","PY"
"Myroxylon peruiferum","ND"
"Myrrhis odorata","MPD"
"Myrsine africana","PD"
"Myrsine coriacea","PD"
"Myrsine guianensis","PD"
"Myrsine lanaiensis","PD"
"Myrsine lessertiana","PD"
"Myrsine richmondensis","ND"
"Myrsine seguinii","PD"
"Myrteola nummularia","PD"
"Myrtillocactus geometrizans","ND"
"Myrtus communis","PD"
"NA NA","PYPD"
"Nabalus asper","PD"
"Nabalus racemosus","PD"
"Nabalus tatarinowii","PD"
"Nageia nagi","MD"
"Najas flexilis","PD"
"Najas marina","PD"
"Nama lobbii","PD"
"Nama sandwicensis","PD"
"Napoleona vogelii","PD"
"Narcissus angustifolius","MPD"
"Narcissus pseudonarcissus","MPD"
"Nardostachys jatamansi","PD"
"Nardus stricta","PD"
"Naringi alata","PD"
"Narthecium ossifragum","MPD"
"Nassella (stipa)leucotricha","PD"
"Nassella clarazii","PD"
"Nassella laevissima","PD"
"Nassella neesiana","PD"
"Nassella tenuis","PD"
"Nassella tenuissima","PD"
"Nassella trichotoma","PD"
"Nassella viridula","PD"
"Nasturtium officinale","ND"
"Nauclea diderrichii","PD"
"Nauclea orientalis","PD"
"Nauclea pobeguinii","ND"
"Nauclea subdita","ND"
"Nauclea xanthoxylon","ND"
"Naucleopsis caloneura","PD"
"Navarretia intertexta","PD"
"Nectandra amazonum","PD"
"Nectandra ambigens","PD"
"Nectandra cissiflora","PD"
"Nectandra coriacea","ND"
"Nectandra grandiflora","ND"
"Nectandra lanceolata","ND"
"Nectandra laurel","PD"
"Nectandra membranacea","PD"
"Nectandra nitidula","ND"
"Nectandra plebosa","PD"
"Nectandra reticulata","ND"
"Neea amplifolia","ND"
"Neesia kostermansiana","ND"
"Nelumbo lutea","PY"
"Nelumbo nucifera","PY"
"Nemcia rubra","PY"
"Nemopanthus mucronatus","MD"
"Nemophila aphylla","PD"
"Nemophila breviflora","PD"
"Nemophila menziesii","PD"
"Nenga pumila","MPD"
"Neobalanocarpus heimii","ND"
"Neobouteloua lophostachya","PD"
"Neoboutonia macrocalyx","PD"
"Neobuxbaumia tetetzo","ND"
"Neokochia americana","PD"
"Neolamarckia cadamba","ND"
"Neolitsea aciculata","PD"
"Neolitsea acuminatissima","PD"
"Neolitsea chuii","PD"
"Neolitsea fuscata","PD"
"Neolitsea involucrata","PD"
"Neolitsea pallens","PD"
"Neolitsea parvigemma","PD"
"Neolitsea sericea","PD"
"Neomammillaria celsiana","ND"
"Neomarica gracilis","PD"
"Neomitranthes obscura","PD"
"Neonauclea purpurea","PD"
"Neonesomia palmeri","ND"
"Neonicholsonia watsonii","MPD"
"Neonotonia wightii","PY"
"Neopanax arboreus","MPD"
"Neopringlea integrifolia","PY"
"Neoregelia carolinae","ND"
"Neoregelia concentrica","ND"
"Neoregelia cruenta","ND"
"Neoscortechinia kingii","ND"
"Nepeta multifida","ND"
"Nepeta prattii","PD"
"Nepeta rtanjensis","PD"
"Nepeta tuberosa","PD"
"Nephelium costatum","ND"
"Nephelium cuspidatum","PD"
"Nephelium eriopetalum","ND"
"Nephelium glabrum","ND"
"Nephelium hamulatum","ND"
"Nephelium hypoleucum","PD"
"Nephelium juglandifolium","ND"
"Nephelium lappaceum","ND"
"Nephelium malaiense","ND"
"Nephelium mangayi","ND"
"Nephelium mutabile","ND"
"Nephelium ramboutan-ake","ND"
"Nephelium uncinatum","ND"
"Nephelium wallichii","ND"
"Nephrosperma van-houtteanum","MPD"
"Nepsera aquatica","ND"
"Neptunia oleracea","PY"
"Neraudia angulata","PD"
"Neraudia ovata","PD"
"Nerine bowdenii","MPD"
"Nerine sarniensis","MPD"
"Nerium oleander","ND"
"Nertera granadensis","PD"
"Neslia paniculata","PD"
"Nesogordonia papaverifera","ND"
"Nestegis sandwicensis","PD"
"Newbouldia laevis","ND"
"Newtonia aubrevillei","ND"
"Newtonia buchananii","PY"
"Newtonia duparquetiana","ND"
"Nicandra physalodes","PD"
"Nicotiana alata","PD"
"Nicotiana attenuata","PD"
"Nicotiana rustica","PD"
"Nicotiana tabacum","PD"
"Nicotiana trigonophylla","PD"
"Nidularium fulgens","ND"
"Nigella damascena","MPD"
"Nigella l.","MPD"
"Nigella sativa","MPD"
"Nitraria billardierei","PD"
"Nitraria retusa","PD"
"Nitraria roborowskii","PD"
"Nitraria sibirica","PD"
"Nitraria sphaerocarpa","PD"
"Nitraria tangutorum","PD"
"Nolletia rarifolia","PD"
"Normanbya normanbyi","MPD"
"Nothaphoebe umbelliflora","PD"
"Nothapodytes nimmoniana","MPD"
"Nothocalais cuspidata","PD"
"Nothocestrum breviflorum","ND"
"Nothocestrum latifolium","PD"
"Nothofagus alessandrii","PD"
"Nothofagus alpina","PD"
"Nothofagus antarctica","PD"
"Nothofagus betuloides","PD"
"Nothofagus cunninghamii","ND"
"Nothofagus dombeyi","PD"
"Nothofagus fusca","ND"
"Nothofagus glauca","PD"
"Nothofagus gunnii","PD"
"Nothofagus leonii","PD"
"Nothofagus obliqua","PD"
"Nothofagus pumilio","PD"
"Notholithocarpus densiflorus","ND"
"Nothosaerus brachiata","PD"
"Nothoscordum bivalve","MPD"
"Notopterygium franchetii","MPD"
"Notopterygium incisum","MPD"
"Notorichium humile","PD"
"Notorichium sandwicense","PD"
"Nuphar advena","MPD"
"Nuphar lutea","MPD"
"Nuphar smith","MPD"
"Nuytsia floribunda","PD"
"Nyctanthes arbor-tristis","MPD"
"Nymphaea alba","MPD"
"Nymphaea capensis","PD"
"Nymphaea immutabilis","PD"
"Nymphaea lotus","MPD"
"Nymphaea micrantha","PD"
"Nymphaea odorata","PD"
"Nymphoides peltata","MPD"
"Nypa fruticans","MD"
"Nyssa aquatica","PD"
"Nyssa javanica","PD"
"Nyssa ogeche","PD"
"Nyssa sylvatica","PD"
"Nyssa yunnanensis","PD"
"Obregonia denegrii","PD"
"Ochagavia elegans","PD"
"Ochanostachys amentacea","MPD"
"Ochna insculpta","PD"
"Ochna multiflora","PD"
