FoCh name,Range,Habitat,Alpine,Min elevation,Max elevation,Standardized name,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
,2000-3400 m,"Subalpine or low mountain grasslands or taiga; 2000-3400 m. S Gansu, E Qinghai (Datong, Menyuan, Qilian), NW Sichuan (Songpan).",Euryalpine,2000,3400,Anaphalis lactea,Anaphalis lactea Maxim.,Anaphalis,,lactea,NA,NA,,Maxim.,gcc-112963,TRUE,1.1,Accepted,Compositae,Anaphalis,,lactea,,,Maxim.,gcc-112963,Accepted,FALSE,FALSE,FALSE,06/09/2019
,200-3400 m,"Fields, sandy soil along rivers, open roadsides, streamsides; 200-3400 m. Anhui, Gansu, Hebei, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Russia; SW Asia]",Lowland,200,3400,Amethystea caerulea,Amethystea caerulea L.,Amethystea,,caerulea,NA,NA,,L.,kew-7965,TRUE,1.1,Accepted,Lamiaceae,Amethystea,,caerulea,,,L.,kew-7965,Accepted,FALSE,FALSE,FALSE,06/09/2019
,200--3400 m,"Forest margins, wet grasslands, pools, morasses, lake margins, river banks, fields, rice fields; 200--3400 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Shandong, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Bhutan, India, Indonesia, Japan, Korea, Laos, Malaysia, Nepal, Sikkim, Sri Lanka, Thailand, Vietnam; widespread in temperate and montane-tropical regions].",Lowland,200,3400,Juncus effusus,Juncus effusus Linn.,Juncus,,effusus,NA,NA,,Linn.,kew-314902,TRUE,1.1,Accepted,Juncaceae,Juncus,,effusus,,,L.,kew-314902,Accepted,FALSE,FALSE,FALSE,28/10/2019
,2100-3400(-4000) m,"Mountain slopes, river bank thickets, meadows, roadsides; 2100-3400(-4000) m. Gansu, Henan, W Hubei, Qinghai, Shaanxi, Sichuan, N Yunnan.",Lowland,2100,3400,Hypericum przewalskii,Hypericum przewalskii Maxim.,Hypericum,,przewalskii,NA,NA,,Maxim.,kew-2858748,TRUE,1.1,Accepted,Hypericaceae,Hypericum,,przewalskii,,,Maxim.,kew-2858748,Accepted,FALSE,FALSE,FALSE,06/09/2019
,2200--3400,"Grassy slopes, Picea forests, Betula forests; 2200--3400 m. W Gansu, Nei Mongol, Qinghai, Shaanxi, N Sichuan, E Xizang.",Lowland,2200,3400,Pedicularis rudis,Pedicularis rudis Maxim.,Pedicularis,,rudis,NA,NA,,Maxim.,tro-29206997,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,rudis,,,Maxim.,tro-29206997,Accepted,FALSE,FALSE,FALSE,06/09/2019
,2400--3400 m,"Grassy mountain slopes, dry banks, open woodlands; 2400--3400 m. Gansu, Qinghai, Sichuan, Xizang, Yunnan [Nepal].",Lowland,2400,3400,Androsace erecta,Androsace erecta Maxim.,Androsace,,erecta,NA,NA,,Maxim.,kew-2637516,TRUE,1.1,Accepted,Primulaceae,Androsace,,erecta,,,Maxim.,kew-2637516,Accepted,FALSE,FALSE,FALSE,06/09/2019
,2800-3400 m,"Mountain slopes, grasslands, riverside sands and pebbles; 2800-3400 m. Gansu, Hebei, Henan, Nei Mongol, Ningxia, Qinghai, Shaanxi, Sichuan, Xinjiang, Xizang, Yunnan [Bhutan, India, Japan, Mongolia, Nepal; C and SW Asia].",Lowland,2800,3400,Elymus nutans,Elymus nutans ,Elymus,,nutans,NA,NA,,,kew-411413,TRUE,1.1,Accepted,Poaceae,Elymus,,nutans,,,Griseb.,kew-411413,Accepted,FALSE,FALSE,FALSE,28/10/2019
,2800-3400 m,"Alpine meadows, forests; 2800-3400 m. SW Gansu, SE Qinghai.",Euryalpine,2800,3400,Gentiana futtereri,Gentiana futtereri ,Gentiana,,futtereri,NA,NA,,,kew-2820535,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,futtereri,,,Diels & Gilg,kew-2820535,Accepted,FALSE,FALSE,FALSE,28/10/2019
Elymus nutans,2800-3400 m,"Mountain slopes, grasslands, riverside sands and pebbles; 2800-3400 m. Gansu, Hebei, Henan, Nei Mongol, Ningxia, Qinghai, Shaanxi, Sichuan, Xinjiang, Xizang, Yunnan [Bhutan, India, Japan, Mongolia, Nepal; C and SW Asia].",Lowland,2800,3400,Roegneria nutans,Roegneria nutans ,Roegneria,,nutans,NA,NA,,,kew-439421,TRUE,1.1,Unresolved,Poaceae,Roegneria,,nutans,,,(Keng) Keng & S.L.Chen,kew-439421,Unresolved,FALSE,FALSE,FALSE,28/10/2019
,300-3400 m,"Conifer and Betula forests, dry soils, subalpine or low mountain grasslands or shrublands, rocky valleys and roadsides, slopes, banks; 300-3400 m. E, S, and W Gansu, Guangdong, Guangxi, Guizhou, Hebei, Henan, E and W Hubei, Hunan, Jiangxi, Qinghai, S Shanxi, Sichuan, Taiwan, Xizang, Yunnan [Bhutan, India, Japan, Korea, Myanmar, Nepal, Russia (Far East), N Thailand, Vietnam; North America; widely introduced in Europe].",Euryalpine,300,3400,Anaphalis margaritacea,Anaphalis margaritacea (L.) Benth. et Hook. f.,Anaphalis,,margaritacea,NA,NA,,(L.) Benth. et Hook. f.,gcc-48987,TRUE,1.1,Accepted,Compositae,Anaphalis,,margaritacea,,,(L.) Benth. & Hook.f.,gcc-48987,Accepted,FALSE,FALSE,FALSE,06/09/2019
,400-3400 m,"Soil or rock crevices in valleys or on slopes; 400-3400 m. Gansu, Guizhou, Hebei, Henan, Hubei, Hunan, Liaoning, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Yunnan.",Lowland,400,3400,Sedum stellariifolium,Sedum Stellarifolium Franch.,Sedum,,stellarifolium,NA,NA,,Franch.,tro-8903348,TRUE,1.1,Accepted,Crassulaceae,Sedum,,stellariifolium,,,Franch.,tro-8903348,Accepted,TRUE,FALSE,FALSE,28/10/2019
,500-3400 m,"Valleys, hillsides, forest understories, forest margins, roadsides, cultivated beside houses, moist fertile lands, or a weed; 500-3400 m. Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hebei, Henan, Hubei, Jiangsu, Liaoning, Shaanxi, Shandong, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Bhutan, India, Japan, Korea, Myanmar, Sikkim, Vietnam].",Lowland,500,3400,Phytolacca acinosa,Phytolacca acinosa Roxb.,Phytolacca,,acinosa,NA,NA,,Roxb.,kew-2562797,TRUE,1.1,Accepted,Phytolaccaceae,Phytolacca,,acinosa,,,Roxb.,kew-2562797,Accepted,FALSE,FALSE,FALSE,06/09/2019
,600-3400 m,"Grassy mountain slopes, forest fringes, roadsides; 600-3400 m. Heilongjiang, Henan, Nei Mongol, Ningxia, Qinghai, Sichuan, Xinjiang, Xizang, Yunnan [Kazakhstan, Kyrgyzstan, Mongolia, Russia, Uzbekistan; SW Asia (Caucasus)].",Lowland,600,3400,Stipa sibirica,Achnatherum sibiricum (L.) Keng ex Tzvel. ,Achnatherum,,sibiricum,NA,NA,,(L.) Keng ex Tzvel.,kew-387154,TRUE,1.1,Synonym,Poaceae,Stipa,,sibirica,,,(L.) Lam.,kew-445734,Accepted,FALSE,FALSE,FALSE,06/09/2019
,700-3400 m,"Mountain valleys, slopes, forest margins, flooded lands, rock crevices, along streams, wet places; 700-3400 m. Gansu, Hebei, Henan, Ningxia, Shaanxi, Shanxi, Sichuan.",Lowland,700,3400,Cirsium leo,Cirsium leo Nakai et Kitag.,Cirsium,,leo,NA,NA,,Nakai et Kitag.,gcc-137671,TRUE,1.1,Accepted,Compositae,Cirsium,,leo,,,Nakai & Kitag.,gcc-137671,Accepted,FALSE,FALSE,FALSE,06/09/2019
,below 3400 m,"Forests, thickets, grassy slopes, streamsides; below 3400 m. Anhui, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangxi, Jilin, Liaoning, Shaanxi, Shandong, Shanxi, Sichuan, Xizang, Yunnan, Zhejiang [India, Japan, Korea, Nepal, Russia].",Lowland,0,3400,Adenocaulon himalaicum,Adenocaulon himalaicum ,Adenocaulon,,himalaicum,NA,NA,,,gcc-103381,TRUE,1.1,Accepted,Compositae,Adenocaulon,,himalaicum,,,Edgew.,gcc-103381,Accepted,FALSE,FALSE,FALSE,28/10/2019
Sigesbeckia pubescens,below 3400 m,"Mountain slopes, forest margins, thickets, grasslands; below 3400 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Jilin, Liaoning, Jiangsu, Jiangxi, Nei Mongol, Shaanxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [India, Japan, Korea].",Lowland,0,3400,Siegesbeckia pubescens,Siegesbeckia pubescens,Siegesbeckia,,pubescens,NA,NA,,,,FALSE,1.1,,,Siegesbeckia,,pubescens,NA,,,,,FALSE,FALSE,FALSE,06/09/2019
,sea level to 3400 m,"Mountain slopes, forests, grasslands, riversides, roadsides, fields, wastelands; sea level to 3400 m. Anhui, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Nei Mongol, Jiangsu, Jiangxi, Liaoning, E Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Bhutan, India, Japan, Korea, Malaysia, Myanmar, Nepal, Pakistan, Russia, Thailand; almost cosmopolitan].",Lowland,0,3400,Oxalis corniculata,Oxalis corniculata L.,Oxalis,,corniculata,NA,NA,,L.,kew-2394644,TRUE,1.1,Accepted,Oxalidaceae,Oxalis,,corniculata,,,L.,kew-2394644,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1000-3500 m,"Hill slopes, loess slopes, meadows, gravelly areas along rivers; 1000-3500 m. Gansu, Ningxia, Qinghai, N and W Sichuan, ?E Xinjiang, E Xizang",Lowland,1000,3500,Biebersteinia heterostemon,Biebersteinia heterostemon,Biebersteinia,,heterostemon,NA,NA,,,kew-2675792,TRUE,1.1,Accepted,Biebersteiniaceae,Biebersteinia,,heterostemon,,,Maxim.,kew-2675792,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-3500 m,"Open woodland, thickets, grassy mountain slopes; 100-3500 m. Anhui, Gansu, Guizhou, Hebei, Henan, Hubei, Hunan, Liaoning, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xizang, Zhejiang [Japan, Korea, Russia]",Lowland,100,3500,Cynanchum inamoenum,Cynanchum inamoenum (Maxim.) Loes.,Cynanchum,,inamoenum,NA,NA,,(Maxim.) Loes.,kew-2751176,TRUE,1.1,Unresolved,Apocynaceae,Cynanchum,,inamoenum,,,(Maxim.) Loes. ex Gilg. & Loes.,kew-2751176,Unresolved,FALSE,FALSE,FALSE,06/09/2019
,100--3500 m,"Wet grasslands, swamps, lakesides, river banks, streamsides; 100--3500 m. Anhui, Fujian, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Afghanistan, Bhutan, India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Pakistan, Philippines, Russia, Sikkim, Sri Lanka, Thailand, Vietnam; SW Asia, Europe, North and South America].",Lowland,100,3500,Juncus bufonius,Juncus bufonius L.,Juncus,,bufonius,NA,NA,,L.,kew-314576,TRUE,1.1,Accepted,Juncaceae,Juncus,,bufonius,,,L.,kew-314576,Accepted,FALSE,FALSE,FALSE,06/09/2019
,100--3500 m,"100--3500 m. Anhui, Fujian, Gansu, N Guangdong, N Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Yunnan, Zhejiang [Japan, Mongolia, Russia (Far East)].",Lowland,100,3500,Ranunculus japonicus,Ranunculus japonicus Thunb.,Ranunculus,,japonicus,NA,NA,,Thunb.,tro-27100460,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,japonicus,,,Thunb.,tro-27100460,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1200-3500 m,"Grassy slopes, cliffs, streamsides, meadows, roadsides, forest margins; 1200-3500 m. Gansu, Hebei, Henan, Hubei, Hunan, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan.",Lowland,1200,3500,Sinacalia tangutica,Cacalia tangutica ,Cacalia,,tangutica,NA,NA,,,gcc-80614,TRUE,1.1,Synonym,Compositae,Sinacalia,,tangutica,,,(Maxim.) B.Nord.,gcc-37438,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1300-3500 m,"Grasslands, meadows, forests on mountain slopes; 1300-3500 m. Gansu, Hebei, Henan, Nei Mongol, Ningxia, Shaanxi, Shanxi.",Lowland,1300,3500,Saussurea iodostegia,Saussurea iodostegia Hance,Saussurea,,iodostegia,NA,NA,,Hance,gcc-99311,TRUE,1.1,Accepted,Compositae,Saussurea,,iodostegia,,,Hance,gcc-99311,Accepted,FALSE,FALSE,FALSE,06/09/2019
Klasea centauroides subsp. strangulata,1300-3500 m,"Mountain slopes, grasslands, riversides, farmlands; 1300-3500 m. S Gansu, W Henan, Nei Mongol, Ningxia, Qinghai, S Shaanxi, Shanxi, N Sichuan.",Lowland,1300,3500,Serratula strangulata,Serratula strangulata,Serratula,,strangulata,NA,NA,,,gcc-35200,TRUE,1.1,Accepted,Compositae,Serratula,,strangulata,,,Iljin,gcc-35200,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1400-3500 m,"Woodlands, sides of ravines near thickets, rocky slopes; 1400-3500 m. Gansu, Hubei, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Yunnan.",Lowland,1400,3500,Hylotelephium angustum,Hylotelephium angustum (Maxim.) H. Ohba ,Hylotelephium,,angustum,NA,NA,,(Maxim.) H. Ohba,tro-8903393,TRUE,1.1,Accepted,Crassulaceae,Hylotelephium,,angustum,,,(Maxim.) H. Ohba,tro-8903393,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1500--3500 m,"Forests, grasslands, stream edges, stony mountain grasslands, dry steppes, sand dunes, grasslands, mountain summit steppes; 1500--3500 m. NW Gansu, Hebei, Jilin, Nei Mongol, N Shaanxi, Sichuan, Xizang [Japan, Korea, Mongolia, Russia; NW North America].",Lowland,1500,3500,Silene repens,Silene repens Patr.,Silene,,repens,NA,NA,,Patr.,kew-2487280,TRUE,1.1,Accepted,Caryophyllaceae,Silene,,repens,,,Patrin,kew-2487280,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1800--3500 m,"Sparse forests, scrub, grassy slopes, alongside roads; 1800--3500 m. Gansu, Guizhou, Henan, Hubei, Ningxia, Qinghai, Shaanxi, Sichuan, E Xizang.",Lowland,1800,3500,Aquilegia ecalcarata,Aquilegia ecalcarata Maxim.,Aquilegia,,ecalcarata,NA,NA,,Maxim.,kew-2644748,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,ecalcarata,,,Maxim.,kew-2644748,Accepted,FALSE,FALSE,FALSE,06/09/2019
,2000--3500 m,"Dry slopes, sandy places, plains; 2000--3500 m. Gansu, Qinghai, Xizang (Lholong Xian)",Lowland,2000,3500,Allium tanguticum,Allium tanguticum,Allium,,tanguticum,NA,NA,,,kew-296752,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,tanguticum,,,Regel,kew-296752,Accepted,FALSE,FALSE,FALSE,28/10/2019
,200--3500 m,"Forests, open places in forests, grassy mountain slopes, river and stream banks, fields; 200--3500 m. Gansu, Guizhou, Heilongjiang, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [widespread in N temperate zone].",Lowland,200,3500,Geum aleppicum,Geum aleppicum Jacq.,Geum,,aleppicum,NA,NA,,Jacq.,rjp-1834,TRUE,1.1,Accepted,Rosaceae,Geum,,aleppicum,,,Jacq.,rjp-1834,Accepted,FALSE,FALSE,FALSE,06/09/2019
Klasea centauroides,200-3500 m,"Mountain slopes, steppes, meadows, sandy hills, open forests, forests, grasslands, wastelands, roadsides, riversides, watersides, farmlands; 200-3500 m. Anhui, Gansu, Hebei, Heilongjiang, Henan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, N Sichuan [Korea, Mongolia, Russia].",Lowland,200,3500,Serratula centauroides,Serratula centauroides Linn.,Serratula,,centauroides,NA,NA,,Linn.,gcc-92039,TRUE,1.1,Accepted,Compositae,Serratula,,centauroides,,,L.,gcc-92039,Accepted,FALSE,FALSE,FALSE,28/10/2019
,2600-3500 m,"Thickets, grassy slopes; 2600-3500 m. W Sichuan",Lowland,2600,3500,Heracleum souliei,Heracleum souliei,Heracleum,,souliei,NA,NA,,,tro-1704342,TRUE,1.1,Accepted,Apiaceae,Heracleum,,souliei,,,H. Boissieu,tro-1704342,Accepted,FALSE,FALSE,FALSE,28/10/2019
,2700--3500 m,"Alpine meadows, thickets; 2700--3500 m. SW Gansu, NW and W Sichuan.",Euryalpine,2700,3500,Pedicularis brevilabris,Pedicularis brevilabris,Pedicularis,,brevilabris,NA,NA,,,tro-29207337,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,brevilabris,,,Franch.,tro-29207337,Accepted,FALSE,FALSE,FALSE,28/10/2019
Soroseris erysimoides,3000-3500 m,"Alpine thickets, meadows, scree slopes; 3000-3500 m. Gansu, Qinghai, Shaanxi, Sichuan, Xizang, Yunnan [Bhutan, India (Sikkim), Nepal].",Euryalpine,3000,3500,Sorosers erysimoides,Sorosers erysimoides,Sorosers,,erysimoides,NA,NA,,,,FALSE,1.1,,,Sorosers,,erysimoides,NA,,,,,FALSE,FALSE,FALSE,06/09/2019
,700-3500 m,"Near villages, roadsides, near rivers, wet and waste places, forest margins, thickets, valleys, slopes; 700-3500 m. Throughout China except for Hainan, Taiwan, and Xizang [Afghanistan, Bhutan, India, Japan, Nepal, Pakistan; SW Asia, Europe].",Lowland,700,3500,Arctium lappa,Arctium lappa L.,Arctium,,lappa,NA,NA,,L.,gcc-52146,TRUE,1.1,Accepted,Compositae,Arctium,,lappa,,,L.,gcc-52146,Accepted,FALSE,FALSE,FALSE,06/09/2019
,700-3500 m,"Wet grasslands on riverbanks, boggy meadows, slopes, marshes; 700-3500 m. Gansu, Hebei, Heilongjiang, Nei Mongol, Qinghai, Shanxi [Mongolia, Russia (Siberia)].",Lowland,700,3500,Carex coriophora,Carex coriophora Fisch.,Carex,,coriophora,NA,NA,,Fisch.,kew-225700,TRUE,1.1,Accepted,Cyperaceae,Carex,,coriophora,,,Fisch. & C.A.Mey. ex Kunth,kew-225700,Accepted,FALSE,FALSE,FALSE,06/09/2019
Erigeron acris,700-3500 m,"Meadows, pastures, grasslands on slopes, forest margins; 700-3500 m. Gansu, Guangdong, Guangxi, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Russia (Kamchatka, Siberia), Uzbekistan; SW Asia, Europe, North America].",Lowland,700,3500,Erigeron acer,Erigeron acer L.,Erigeron,,acer,NA,NA,,L.,gcc-114301,TRUE,1.1,Unresolved,Compositae,Erigeron,,acer,,,L.,gcc-114301,Unresolved,FALSE,FALSE,FALSE,06/09/2019
Parietaria micrantha,700-3500(-4000) m,"Shady, wet places, rocky mountain slopes, grasslands, wall of villages; 700-3500(-4000) m. Anhui, Beijing, S Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Bhutan, N India, Japan, Korea, Mongolia, Nepal, Russia (Siberia), Sikkim; N Africa, C and SW Asia, Oceania, South America].",Lowland,700,3500,Parietaria debilis,Parietaria micrantha Ledeb.,Parietaria,,micrantha,NA,NA,,Ledeb.,kew-2546413,TRUE,1.1,Synonym,Urticaceae,Parietaria,,debilis,,,G.Forst.,kew-2546214,Accepted,FALSE,FALSE,FALSE,28/10/2019
,800--3500 m,"Forests, scrub margins, grassy slopes; 800--3500 m. Gansu, Hebei, Henan, Hubei, S Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, E Xizang.",Lowland,800,3500,Thalictrum przewalskii,Thalictrum przewalskii Maxim.,Thalictrum,,przewalskii,NA,NA,,Maxim.,tro-27105168,TRUE,1.1,Accepted,Ranunculaceae,Thalictrum,,przewalskii,,,Maxim.,tro-27105168,Accepted,FALSE,FALSE,FALSE,06/09/2019
Zygophyllum mucronatum,800-3500 m,"Hilly slopes, plains, alluvial fans, terraces, sandy soil, loess hills; 800-3500 m. Gansu, W Nei Mongol, Ningxia, Qinghai, Xinjiang [Mongolia].",Lowland,800,3500,Zygophyllum macranthum,Zygophyllum macranthum ,Zygophyllum,,macranthum,NA,NA,,,,FALSE,1.1,,,Zygophyllum,,macranthum,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,800-3500 m,"Hilly slopes, plains, alluvial fans, terraces, sandy soil, loess hills; 800-3500 m. Gansu, W Nei Mongol, Ningxia, Qinghai, Xinjiang [Mongolia].",Lowland,800,3500,Zygophyllum mucronatum,Zygophyllum mucronatum Maxim.,Zygophyllum,,mucronatum,NA,NA,,Maxim.,tro-50126130,TRUE,1.1,Accepted,Zygophyllaceae,Zygophyllum,,mucronatum,,,Maxim.,tro-50126130,Accepted,FALSE,FALSE,FALSE,06/09/2019
,below 1600 m (to 3500 m in Gansu and Qinghai),"Rocks on slopes, house roofs, mossy tree trunks; below 1600 m (to 3500 m in Gansu and Qinghai). Anhui, Gansu, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Zhejiang [Korea, Mongolia, Russia].",Lowland,0,3500,Orostachys fimbriata,Orostachys fimbriatus (Turcz.) Berger,Orostachys,,fimbriatus,NA,NA,,(Turcz.) Berger,kew-2387115,TRUE,1.1,Accepted,Crassulaceae,Orostachys,,fimbriata,,,(Turcz.) A.Berger,kew-2387115,Accepted,TRUE,FALSE,FALSE,06/09/2019
,below 3500 m,"Thickets, meadows on mountain slopes, ravines, field margins; below 3500 m. Gansu, Hebei, Heilongjiang, Nei Mongol, Shanxi, Sichuan, Xizang, Yunnan [Mongolia, Russia].",Lowland,0,3500,Potentilla conferta,Potentilla conferta Bunge,Potentilla,,conferta,NA,NA,,Bunge,rjp-10025,TRUE,1.1,Accepted,Rosaceae,Potentilla,,conferta,,,Bunge,rjp-10025,Accepted,FALSE,FALSE,FALSE,06/09/2019
,low elevations to 3500 m,"Slopes, steppes, riverbanks, roadsides, valleys, canyons, forest margins; low elevations to 3500 m. C and S Gansu, NW Guangxi, Guizhou, Hebei, S Henan, W Hubei, Nei Mongol, Ningxia, Qinghai, Shaanxi, W Shandong, Shanxi, Sichuan, E Xizang, Yunnan [Bhutan, India, Japan, Nepal, Thailand].",Lowland,0,3500,Artemisia dubia,Artemisia dubia Wall. ex Bess.,Artemisia,,dubia,NA,NA,,Wall. ex Bess.,gcc-139275,TRUE,1.1,Unresolved,Compositae,Artemisia,,dubia,,,Wall. ex Besser,gcc-139275,Unresolved,FALSE,FALSE,FALSE,06/09/2019
,low elevations to 3500 m,"Slopes, steppes, riverbanks, roadsides, valleys, canyons, forest margins; low elevations to 3500 m. C and S Gansu, NW Guangxi, Guizhou, Hebei, S Henan, W Hubei, Nei Mongol, Ningxia, Qinghai, Shaanxi, W Shandong, Shanxi, Sichuan, E Xizang, Yunnan [Bhutan, India, Japan, Nepal, Thailand].",Lowland,0,3500,Artemisia dubia,Artemisia dubia ,Artemisia,,dubia,NA,NA,,,gcc-41343,TRUE,1.1,Accepted,Compositae,Artemisia,,dubia,,,L. ex B.D.Jacks.,gcc-41343,Accepted,FALSE,FALSE,FALSE,28/10/2019
Polygonum hydropiper,sea level to 3500 m,"Riverbanks, streamsides, wet valleys; sea level to 3500 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Bangladesh, Bhutan, India, Indonesia, Japan, Kazakhstan, Korea, Kyrgyzstan, Malaysia, Mongolia, Myanmar, Nepal, Russia, Sikkim, Sri Lanka, Thailand, Uzbekistan; Australia, Europe, North America].",Lowland,0,3500,Persicaria hydropiper,Polygonum hydropiper L.,Polygonum,,hydropiper,NA,NA,,L.,kew-2575083,TRUE,1.1,Synonym,Polygonaceae,Persicaria,,hydropiper,,,(L.) Delarbre,kew-2572559,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1000--3600 m,"Grassland slopes, sparse valley forests; 1000--3600 m. Gansu, Hebei, Heilongjiang, Henan, Liaoning, Nei Mongol, Shandong, Shaanxi, Shanxi, Sichuan, Yunnan [Afghanistan, Japan, Kazakhstan, Mongolia, Russia; SW Asia, Europe].",Lowland,1000,3600,Stellaria palustris,Stellaria palustris Ehrh. ex Retz.,Stellaria,,palustris,NA,NA,,Ehrh. ex Retz.,kew-2482617,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,palustris,,,Ehrh. ex Retz.,kew-2482617,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-3600 m,"Thickets in valleys, stream banks; 100-3600 m. Anhui, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan [Widely distributed: Afghanistan, Bhutan, India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Pakistan, Russia; Europe; introduced in North America]. ",Lowland,100,3600,Fallopia convolvulus,Fallopia convolvula (L.) A. Love,Fallopia,,convolvula,NA,NA,,(L.) A. Love,kew-2807634,TRUE,1.1,Accepted,Polygonaceae,Fallopia,,convolvulus,,,(L.) Á.Löve,kew-2807634,Accepted,TRUE,FALSE,FALSE,06/09/2019
,100-3600 m,"Moist places, near farmlands; 100-3600 m. Anhui, Fujian, Guangdong, Guangxi, Guizhou, Henan, Hubei, Jiangsu, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Bhutan, N India, Japan, Kazakhstan, Korea, Kyrgyzstan, Myanmar, Nepal, Pakistan, Russia, Tajikistan, Turkmenistan, Uzbekistan; SW Asia; introduced elsewhere].",Lowland,100,3600,Polypogon fugax,Polypogon fugax Nees ex Steud.,Polypogon,,fugax,NA,NA,,Nees ex Steud.,kew-438057,TRUE,1.1,Accepted,Poaceae,Polypogon,,fugax,,,Nees ex Steud.,kew-438057,Accepted,FALSE,FALSE,FALSE,06/09/2019
