Original,Spelling,Original.clean,TPLName,Familia,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Draba stylaris,Draba stylaris,Draba stylaris,Draba stylaris,Brassicaceae,Draba,NA,stylaris,NA,NA,,,kew-2777416,TRUE,1.1,Accepted,Brassicaceae,Draba,,stylaris,,,J.Gay ex W.D.J.Koch,kew-2777416,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Dracocephalum heterophyllum,Dracocephalum heterophyllum,Dracocephalum heterophyllum,Dracocephalum heterophyllum,Lamiaceae,Dracocephalum,NA,heterophyllum,NA,NA,,,kew-63797,TRUE,1.1,Accepted,Lamiaceae,Dracocephalum,,heterophyllum,,,Benth.,kew-63797,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Dracocephalum heterophyllum Benth,Dracocephalum heterophyllum Benth,Dracocephalum heterophyllum,Dracocephalum heterophyllum,Lamiaceae,Dracocephalum,NA,heterophyllum,NA,NA,,Benth,kew-63797,TRUE,1.1,Accepted,Lamiaceae,Dracocephalum,,heterophyllum,,,Benth.,kew-63797,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Dracocephalum tanguticum,Dracocephalum tanguticum,Dracocephalum tanguticum,Dracocephalum tanguticum,Lamiaceae,Dracocephalum,NA,tanguticum,NA,NA,,,kew-63919,TRUE,1.1,Accepted,Lamiaceae,Dracocephalum,,tanguticum,,,Maxim.,kew-63919,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Dracocephalum tanguticum Maxim.,Dracocephalum tanguticum Maxim.,Dracocephalum tanguticum,Dracocephalum tanguticum,Lamiaceae,Dracocephalum,NA,tanguticum,NA,NA,,Maxim.,kew-63919,TRUE,1.1,Accepted,Lamiaceae,Dracocephalum,,tanguticum,,,Maxim.,kew-63919,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Drimys andina,Drimys andina,Drimys andina,Drimys andina,Winteraceae,Drimys,NA,andina,NA,NA,,,kew-2777888,TRUE,1.1,Accepted,Winteraceae,Drimys,,andina,,,(Reiche) R.A.Rodr. & Quezada,kew-2777888,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Drosera arcturi,Drosera arcturi,Drosera arcturi,Drosera arcturi,Droseraceae,Drosera,NA,arcturi,NA,NA,,,kew-64248,TRUE,1.1,Accepted,Droseraceae,Drosera,,arcturi,,,Hook.,kew-64248,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Dryas octopetala,Dryas octopetala,Dryas octopetala,Dryas octopetala,Rosaceae,Dryas,NA,octopetala,NA,NA,,,rjp-26,TRUE,1.1,Accepted,Rosaceae,Dryas,,octopetala,,,L.,rjp-26,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Duchesnea indica (Andr.) Focke,Duchesnea indica (Andr.) Focke,Duchesnea indica,Duchesnea indica,Rosaceae,Duchesnea,NA,indica,NA,NA,,(Andr.) Focke,rjp-804,TRUE,1.1,Accepted,Rosaceae,Duchesnea,,indica,,,(Jacks.) Focke,rjp-804,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Duthiea brachypodium,Duthiea brachypodium,Duthiea brachypodium,Duthiea brachypodium,Poaceae,Duthiea,NA,brachypodium,NA,NA,,,kew-410112,TRUE,1.1,Accepted,Poaceae,Duthiea,,brachypodium,,,(P.Candargy) Keng & Keng f.,kew-410112,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Dysphania aristata,Dysphania aristata,Dysphania aristata,Dysphania aristata,Amaranthaceae,Dysphania,NA,aristata,NA,NA,,,kew-2780225,TRUE,1.1,Accepted,Amaranthaceae,Dysphania,,aristata,,,(L.) Mosyakin & Clemants,kew-2780225,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Echinochloa colona,Echinochloa colona,Echinochloa colona,Echinochloa colona,Poaceae,Echinochloa,NA,colona,NA,NA,,,kew-410176,TRUE,1.1,Accepted,Poaceae,Echinochloa,,colona,,,(L.) Link,kew-410176,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Poaceae,Echinochloa,NA,crus-galli,NA,NA,NA,NA,kew-410191,TRUE,1.1,Accepted,Poaceae,Echinochloa,NA,crus-galli,,,(L.) P.Beauv.,kew-410191,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Poaceae,Echinochloa,NA,crus-galli,NA,NA,,,kew-410191,TRUE,1.1,Accepted,Poaceae,Echinochloa,,crus-galli,,,(L.) P.Beauv.,kew-410191,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Echinochloa crusgalli,Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Poaceae,Echinochloa,NA,crus-galli,NA,NA,NA,NA,kew-410191,TRUE,1.1,Accepted,Poaceae,Echinochloa,NA,crus-galli,,,(L.) P.Beauv.,kew-410191,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Echinochloa crusgalli,Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Poaceae,Echinochloa,NA,crus-galli,NA,NA,,,kew-410191,TRUE,1.1,Accepted,Poaceae,Echinochloa,,crus-galli,,,(L.) P.Beauv.,kew-410191,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Eleocharis quinqueflora,Eleocharis quinqueflora,Eleocharis quinqueflora,Eleocharis quinqueflora,Cyperaceae,Eleocharis,NA,quinqueflora,NA,NA,,,kew-242813,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,,quinqueflora,,,(Hartmann) O.Schwarz,kew-242813,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elsholtzia densa,Elsholtzia densa,Elsholtzia densa,Elsholtzia densa,Lamiaceae,Elsholtzia,NA,densa,NA,NA,,,kew-66730,TRUE,1.1,Accepted,Lamiaceae,Elsholtzia,,densa,,,Benth.,kew-66730,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elsholtzia densa Benth.,Elsholtzia densa Benth.,Elsholtzia densa,Elsholtzia densa,Lamiaceae,Elsholtzia,NA,densa,NA,NA,,Benth.,kew-66730,TRUE,1.1,Accepted,Lamiaceae,Elsholtzia,,densa,,,Benth.,kew-66730,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elsholtzia densa Benth. var. calycocarpa (Diels)C.Y.Wu et S.C.Huang,Elsholtzia densa Benth. var. calycocarpa (Diels)C.Y.Wu et S.C.Huang,Elsholtzia densa,Elsholtzia densa,Lamiaceae,Elsholtzia,NA,densa,NA,var.,calycocarpa,(Diels)C.Y.Wu et S.C.Huang,kew-66731,TRUE,1.1,Synonym,Lamiaceae,Elsholtzia,,densa,,,Benth.,kew-66730,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elsholtzia feddeibenth,Elsholtzia feddei,Elsholtzia feddei,Elsholtzia feddei,Lamiaceae,Elsholtzia,NA,feddei,NA,NA,NA,NA,kew-66742,TRUE,1.1,Accepted,Lamiaceae,Elsholtzia,NA,feddei,,,H.Lév.,kew-66742,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elsholtzia fruticosa (D. Don) Rehd.,Elsholtzia fruticosa (D. Don) Rehd.,Elsholtzia fruticosa,Elsholtzia fruticosa,Lamiaceae,Elsholtzia,NA,fruticosa,NA,NA,,(D. Don) Rehd.,kew-66748,TRUE,1.1,Accepted,Lamiaceae,Elsholtzia,,fruticosa,,,(D.Don) Rehder,kew-66748,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elsholtzia serotina,Elsholtzia serotina,Elsholtzia serotina,Elsholtzia serotina,Lamiaceae,Elsholtzia,NA,serotina,NA,NA,,,kew-66805,TRUE,1.1,Accepted,Lamiaceae,Elsholtzia,,serotina,,,Kom.,kew-66805,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus angulatus,Elymus angulatus,Elymus angulatus,Elymus angulatus,Poaceae,Elymus,NA,angulatus,NA,NA,,,kew-410875,TRUE,1.1,Accepted,Poaceae,Elymus,,angulatus,,,J.Presl,kew-410875,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus antiquus,Elymus antiquus,Elymus antiquus,Elymus antiquus,Poaceae,Elymus,NA,antiquus,NA,NA,,,kew-410886,TRUE,1.1,Accepted,Poaceae,Elymus,,antiquus,,,(Nevski) Tzvelev,kew-410886,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus atratus,Elymus atratus,Elymus atratus,Elymus atratus,Poaceae,Elymus,NA,atratus,NA,NA,,,kew-410920,TRUE,1.1,Accepted,Poaceae,Elymus,,atratus,,,(Nevski) Hand.-Mazz.,kew-410920,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus barystachyus A.Love.,Elymus barystachyus A.Love.,Elymus barystachyus,Elymus barystachyus,Poaceae,Elymus,NA,barystachyus,NA,NA,,A.Love.,kew-410935,TRUE,1.1,Accepted,Poaceae,Elymus,,barystachyus,,,L.B.Cai,kew-410935,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus burchan-buddae,Elymus burchan-buddae,Elymus burchan-buddae,Elymus burchan-buddae,Poaceae,Elymus,NA,burchan-buddae,NA,NA,,,kew-410963,TRUE,1.1,Accepted,Poaceae,Elymus,,burchan-buddae,,,(Nevski) Tzvelev,kew-410963,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus caninus,Elymus caninus,Elymus caninus,Elymus caninus,Poaceae,Elymus,NA,caninus,NA,NA,,,kew-410994,TRUE,1.1,Accepted,Poaceae,Elymus,,caninus,,,(L.) L.,kew-410994,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus cylindricus (Franch.) Honda,Elymus cylindricus (Franch.) Honda,Elymus cylindricus,Elymus dahuricus,Poaceae,Elymus,NA,cylindricus,NA,NA,,(Franch.) Honda,kew-411058,TRUE,1.1,Synonym,Poaceae,Elymus,,dahuricus,,,Griseb.,kew-411062,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus dahuricus,Elymus dahuricus,Elymus dahuricus,Elymus dahuricus,Poaceae,Elymus,NA,dahuricus,NA,NA,,,kew-411062,TRUE,1.1,Accepted,Poaceae,Elymus,,dahuricus,,,Griseb.,kew-411062,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus dahuricus Turcz. ex Griseb.,Elymus dahuricus Turcz. ex Griseb.,Elymus dahuricus,Elymus dahuricus,Poaceae,Elymus,NA,dahuricus,NA,NA,,Turcz. ex Griseb.,kew-411062,TRUE,1.1,Accepted,Poaceae,Elymus,,dahuricus,,,Griseb.,kew-411062,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus durus,Elymus durus,Elymus durus,Elymus durus,Poaceae,Elymus,NA,durus,NA,NA,,,kew-450800,TRUE,1.1,Accepted,Poaceae,Elymus,,durus,,,(Keng) S.L.Chen,kew-450800,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus excelsus Turez.,Elymus excelsus Turez.,Elymus excelsus,Elymus dahuricus,Poaceae,Elymus,NA,excelsus,NA,NA,,Turez.,kew-411140,TRUE,1.1,Synonym,Poaceae,Elymus,,dahuricus,,,Griseb.,kew-411062,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus kokonoricus,Elymus kokonoricus,Elymus kokonoricus,Elymus kokonoricus,Poaceae,Elymus,NA,kokonoricus,NA,NA,,,kew-411281,TRUE,1.1,Accepted,Poaceae,Elymus,,kokonoricus,,,(Tzvelev) Á.Löve,kew-411281,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus nutans,Elymus nutans,Elymus nutans,Elymus nutans,Poaceae,Elymus,NA,nutans,NA,NA,,,kew-411413,TRUE,1.1,Accepted,Poaceae,Elymus,,nutans,,,Griseb.,kew-411413,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus pendulinus,Elymus pendulinus,Elymus pendulinus,Elymus pendulinus,Poaceae,Elymus,NA,pendulinus,NA,NA,,,kew-411448,TRUE,1.1,Accepted,Poaceae,Elymus,,pendulinus,,,(Nevski) Tzvelev,kew-411448,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus sibiricus,Elymus sibiricus,Elymus sibiricus,Elymus sibiricus,Poaceae,Elymus,NA,sibiricus,NA,NA,,,kew-411563,TRUE,1.1,Accepted,Poaceae,Elymus,,sibiricus,,,L.,kew-411563,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus strictus,Elymus strictus,Elymus strictus,Elymus strictus,Poaceae,Elymus,NA,strictus,NA,NA,,,kew-450798,TRUE,1.1,Accepted,Poaceae,Elymus,,strictus,,,(Keng) S.L.Chen,kew-450798,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus tangutorum,Elymus tangutorum,Elymus tangutorum,Elymus tangutorum,Poaceae,Elymus,NA,tangutorum,NA,NA,,,kew-411612,TRUE,1.1,Accepted,Poaceae,Elymus,,tangutorum,,,(Nevski) Hand.-Mazz.,kew-411612,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus tangutorum (Neuski) Hand.-Mazz.,Elymus tangutorum (Neuski) Hand.-Mazz.,Elymus tangutorum,Elymus tangutorum,Poaceae,Elymus,NA,tangutorum,NA,NA,,(Neuski) Hand.-Mazz.,kew-411612,TRUE,1.1,Accepted,Poaceae,Elymus,,tangutorum,,,(Nevski) Hand.-Mazz.,kew-411612,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Elymus varius,Elymus varius,Elymus varius,Elymus varius,Poaceae,Elymus,NA,varius,NA,NA,,,kew-411687,TRUE,1.1,Accepted,Poaceae,Elymus,,varius,,,(Keng & S.L.Chen) Tzvelev,kew-411687,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Embothrium coccineum,Embothrium coccineum,Embothrium coccineum,Embothrium coccineum,Proteaceae,Embothrium,NA,coccineum,NA,NA,,,kew-2788267,TRUE,1.1,Accepted,Proteaceae,Embothrium,,coccineum,,,J.R.Forst. & G.Forst.,kew-2788267,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epacris celata,Epacris celata,Epacris celata,Epacris celata,Ericaceae,Epacris,NA,celata,NA,NA,,,kew-2789654,TRUE,1.1,Accepted,Ericaceae,Epacris,,celata,,,Crowden,kew-2789654,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epacris glacialis,Epacris glacialis,Epacris glacialis,Epacris glacialis,Ericaceae,Epacris,NA,glacialis,NA,NA,,,kew-2789684,TRUE,1.1,Accepted,Ericaceae,Epacris,,glacialis,,,(F.Muell.) M.Gray,kew-2789684,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epacris glacials,Epacris glacials,Epacris glacials,Epacris glacialis,Ericaceae,Epacris,NA,glacials,NA,NA,,,kew-2789684,TRUE,1.1,Accepted,Ericaceae,Epacris,,glacialis,,,(F.Muell.) M.Gray,kew-2789684,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Epacris microphylla,Epacris microphylla,Epacris microphylla,Epacris microphylla,Ericaceae,Epacris,NA,microphylla,NA,NA,,,kew-2789764,TRUE,1.1,Accepted,Ericaceae,Epacris,,microphylla,,,R.Br.,kew-2789764,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epacris paludosa,Epacris paludosa,Epacris paludosa,Epacris paludosa,Ericaceae,Epacris,NA,paludosa,NA,NA,,,kew-2789783,TRUE,1.1,Accepted,Ericaceae,Epacris,,paludosa,,,R.Br.,kew-2789783,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epacris petrophila,Epacris petrophila,Epacris petrophila,Epacris petrophila,Ericaceae,Epacris,NA,petrophila,NA,NA,,,kew-2789788,TRUE,1.1,Accepted,Ericaceae,Epacris,,petrophila,,,Hook.f.,kew-2789788,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epacris petrophilla,Epacris petrophilla,Epacris petrophilla,Epacris petrophila,Ericaceae,Epacris,NA,petrophilla,NA,NA,,,kew-2789788,TRUE,1.1,Accepted,Ericaceae,Epacris,,petrophila,,,Hook.f.,kew-2789788,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Epilobium alpestre,Epilobium alpestre,Epilobium alpestre,Epilobium alpestre,Onagraceae,Epilobium,NA,alpestre,NA,NA,,,kew-2790071,TRUE,1.1,Accepted,Onagraceae,Epilobium,,alpestre,,,(Jacq.) Krock.,kew-2790071,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epilobium alsinifolium,Epilobium alsinifolium,Epilobium alsinifolium,Epilobium alsinifolium,Onagraceae,Epilobium,NA,alsinifolium,NA,NA,,,kew-2790084,TRUE,1.1,Accepted,Onagraceae,Epilobium,,alsinifolium,,,Vill.,kew-2790084,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epilobium angustifolium,Epilobium angustifolium,Epilobium angustifolium,Epilobium angustifolium,Onagraceae,Epilobium,NA,angustifolium,NA,NA,,,kew-2790112,TRUE,1.1,Accepted,Onagraceae,Epilobium,,angustifolium,,,L.,kew-2790112,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epilobium angustifolium (L.) Scop. ,Epilobium angustifolium (L.) Scop. ,Epilobium angustifolium,Epilobium angustifolium,Onagraceae,Epilobium,NA,angustifolium,NA,NA,,(L.) Scop.,kew-2790112,TRUE,1.1,Accepted,Onagraceae,Epilobium,,angustifolium,,,L.,kew-2790112,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Epilobium billardieranum ssp. hydrophylum,Epilobium billardierianum,Epilobium billardierianum,Epilobium billardierianum,Onagraceae,Epilobium,NA,billardierianum,NA,NA,NA,NA,kew-2790172,TRUE,1.1,Accepted,Onagraceae,Epilobium,NA,billardierianum,,,Ser.,kew-2790172,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
