Original,Spelling,Original.clean,TPLName,Familia,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Linaria alpina,Linaria alpina,Linaria alpina,Linaria alpina,Plantaginaceae,Linaria,NA,alpina,NA,NA,,,kew-2497933,TRUE,1.1,Accepted,Plantaginaceae,Linaria,,alpina,,,(L.) Mill.,kew-2497933,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Linaria tonzigii,Linaria tonzigii,Linaria tonzigii,Linaria tonzigii,Plantaginaceae,Linaria,NA,tonzigii,NA,NA,,,kew-2499715,TRUE,1.1,Accepted,Plantaginaceae,Linaria,,tonzigii,,,Lona,kew-2499715,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Linnaea borealis,Linnaea borealis,Linnaea borealis,Linnaea borealis,Caprifoliaceae,Linnaea,NA,borealis,NA,NA,,,kew-2337127,TRUE,1.1,Accepted,Caprifoliaceae,Linnaea,,borealis,,,L.,kew-2337127,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Linum amurense Alef.,Linum amurense Alef.,Linum amurense,Linum amurense,Linaceae,Linum,NA,amurense,NA,NA,,Alef.,kew-2347366,TRUE,1.1,Accepted,Linaceae,Linum,,amurense,,,Alef.,kew-2347366,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Linum pallescens,Linum pallescens,Linum pallescens,Linum pallescens,Linaceae,Linum,NA,pallescens,NA,NA,,,kew-2347270,TRUE,1.1,Accepted,Linaceae,Linum,,pallescens,,,Bunge,kew-2347270,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Linum perenne L.,Linum perenne L.,Linum perenne,Linum perenne,Linaceae,Linum,NA,perenne,NA,NA,,L.,kew-2347281,TRUE,1.1,Accepted,Linaceae,Linum,,perenne,,,L.,kew-2347281,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Linum usitatissimum,Linum usitatissimum,Linum usitatissimum,Linum usitatissimum,Linaceae,Linum,NA,usitatissimum,NA,NA,,,kew-2353429,TRUE,1.1,Accepted,Linaceae,Linum,,usitatissimum,,,L.,kew-2353429,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lloydia oxycarpa Franch.,Lloydia oxycarpa Franch.,Lloydia oxycarpa,Lloydia oxycarpa,Liliaceae,Lloydia,NA,oxycarpa,NA,NA,,Franch.,kew-280255,TRUE,1.1,Unresolved,Liliaceae,Lloydia,,oxycarpa,,,Franch.,kew-280255,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Loasa caespitosa,Loasa caespitosa,Loasa caespitosa,Loasa caespitosa,Loasaceae,Loasa,NA,caespitosa,NA,NA,,,tro-18900093,TRUE,1.1,Accepted,Loasaceae,Loasa,,caespitosa,,,Phil.,tro-18900093,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Loiseleuria procumbens,Loiseleuria procumbens,Loiseleuria procumbens,Loiseleuria procumbens,Ericaceae,Loiseleuria,NA,procumbens,NA,NA,,,kew-2337993,TRUE,1.1,Accepted,Ericaceae,Loiseleuria,,procumbens,,,(L.) Loisel.,kew-2337993,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lolium persicum,Lolium persicum,Lolium persicum,Lolium persicum,Poaceae,Lolium,NA,persicum,NA,NA,,,kew-422865,TRUE,1.1,Accepted,Poaceae,Lolium,,persicum,,,Boiss. & Hohen.,kew-422865,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lomatogonium carinthiacum,Lomatogonium carinthiacum,Lomatogonium carinthiacum,Lomatogonium carinthiacum,Gentianaceae,Lomatogonium,NA,carinthiacum,NA,NA,,,kew-2350109,TRUE,1.1,Accepted,Gentianaceae,Lomatogonium,,carinthiacum,,,(Wulfen) A.Braun,kew-2350109,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lomatogonium carinthiacum (Wulf.) Reichb.,Lomatogonium carinthiacum (Wulf.) Reichb.,Lomatogonium carinthiacum,Lomatogonium carinthiacum,Gentianaceae,Lomatogonium,NA,carinthiacum,NA,NA,,(Wulf.) Reichb.,kew-2350109,TRUE,1.1,Accepted,Gentianaceae,Lomatogonium,,carinthiacum,,,(Wulfen) A.Braun,kew-2350109,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lomatogonium gamosepalum,Lomatogonium gamosepalum,Lomatogonium gamosepalum,Lomatogonium gamosepalum,Gentianaceae,Lomatogonium,NA,gamosepalum,NA,NA,,,tro-13802985,TRUE,1.1,Accepted,Gentianaceae,Lomatogonium,,gamosepalum,,,(Burkill) Harry Sm.,tro-13802985,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lomatogonium macranthum,Lomatogonium macranthum,Lomatogonium macranthum,Lomatogonium macranthum,Gentianaceae,Lomatogonium,NA,macranthum,NA,NA,,,tro-13802960,TRUE,1.1,Accepted,Gentianaceae,Lomatogonium,,macranthum,,,(Diels & Gilg) Fernald,tro-13802960,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lomatogonium macranthum (Diels et Gilg) Fern.,Lomatogonium macranthum (Diels et Gilg) Fern.,Lomatogonium macranthum,Lomatogonium macranthum,Gentianaceae,Lomatogonium,NA,macranthum,NA,NA,,(Diels et Gilg) Fern.,tro-13802960,TRUE,1.1,Accepted,Gentianaceae,Lomatogonium,,macranthum,,,(Diels & Gilg) Fernald,tro-13802960,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lonicera pyrenaica,Lonicera pyrenaica,Lonicera pyrenaica,Lonicera pyrenaica,Caprifoliaceae,Lonicera,NA,pyrenaica,NA,NA,,,kew-2340593,TRUE,1.1,Accepted,Caprifoliaceae,Lonicera,,pyrenaica,,,L.,kew-2340593,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lotus corniculatus,Lotus corniculatus,Lotus corniculatus,Lotus corniculatus,Leguminosae,Lotus,NA,corniculatus,NA,NA,,,ild-7260,TRUE,1.1,Accepted,Leguminosae,Lotus,,corniculatus,,,L.,ild-7260,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lupinus microcarpus,Lupinus microcarpus,Lupinus microcarpus,Lupinus microcarpus,Leguminosae,Lupinus,NA,microcarpus,NA,NA,,,ild-20835,TRUE,1.1,Accepted,Leguminosae,Lupinus,,microcarpus,,,Sims,ild-20835,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula acutifolia,Luzula acutifolia,Luzula acutifolia,Luzula acutifolia,Juncaceae,Luzula,NA,acutifolia,NA,NA,,,kew-316131,TRUE,1.1,Accepted,Juncaceae,Luzula,,acutifolia,,,H.Nordensk.,kew-316131,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula acutifolia ssp. nana,Luzula acutifolia ssp. nana,Luzula acutifolia,Luzula acutifolia,Juncaceae,Luzula,NA,acutifolia,NA,ssp.,nana,,kew-316131,FALSE,1.1,Accepted,Juncaceae,Luzula,,acutifolia,,,H.Nordensk.,kew-316131,Accepted,FALSE,FALSE,TRUE,18/04/2020,Species
Luzula alpinopilosa,Luzula alpinopilosa,Luzula alpinopilosa,Luzula alpinopilosa,Juncaceae,Luzula,NA,alpinopilosa,NA,NA,,,kew-316150,TRUE,1.1,Accepted,Juncaceae,Luzula,,alpinopilosa,,,(Chaix) Breistr.,kew-316150,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula brachyphylla,Luzula brachyphylla,Luzula brachyphylla,Luzula brachyphylla,Juncaceae,Luzula,NA,brachyphylla,NA,NA,,,kew-316203,TRUE,1.1,Accepted,Juncaceae,Luzula,,brachyphylla,,,Phil.,kew-316203,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula campestris,Luzula campestris,Luzula campestris,Luzula campestris,Juncaceae,Luzula,NA,campestris,NA,NA,,,kew-316212,TRUE,1.1,Accepted,Juncaceae,Luzula,,campestris,,,(L.) DC.,kew-316212,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula lutea,Luzula lutea,Luzula lutea,Luzula lutea,Juncaceae,Luzula,NA,lutea,NA,NA,,,kew-316449,TRUE,1.1,Accepted,Juncaceae,Luzula,,lutea,,,(All.) DC.,kew-316449,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula modesta,Luzula modesta,Luzula modesta,Luzula modesta,Juncaceae,Luzula,NA,modesta,NA,NA,,,kew-316483,TRUE,1.1,Accepted,Juncaceae,Luzula,,modesta,,,Buchenau,kew-316483,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula multiflora,Luzula multiflora,Luzula multiflora,Luzula multiflora,Juncaceae,Luzula,NA,multiflora,NA,NA,,,kew-316484,TRUE,1.1,Accepted,Juncaceae,Luzula,,multiflora,,,(Ehrh.) Lej.,kew-316484,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula nivea,Luzula nivea,Luzula nivea,Luzula nivea,Juncaceae,Luzula,NA,nivea,NA,NA,,,kew-316553,TRUE,1.1,Accepted,Juncaceae,Luzula,,nivea,,,(Nathh.) DC.,kew-316553,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Luzula spicata,Luzula spicata,Luzula spicata,Luzula spicata,Juncaceae,Luzula,NA,spicata,NA,NA,,,kew-316703,TRUE,1.1,Accepted,Juncaceae,Luzula,,spicata,,,(L.) DC.,kew-316703,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lychnis alpina,Lychnis alpina,Lychnis alpina,Silene suecica,Caryophyllaceae,Lychnis,NA,alpina,NA,NA,,,kew-2340250,TRUE,1.1,Synonym,Caryophyllaceae,Silene,,suecica,,,(Lodd.) Greuter & Burdet,kew-2487741,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Lysimachia barystachys,Lysimachia barystachys,Lysimachia barystachys,Lysimachia barystachys,Primulaceae,Lysimachia,NA,barystachys,NA,NA,,,tro-26400443,TRUE,1.1,Accepted,Primulaceae,Lysimachia,,barystachys,,,Bunge,tro-26400443,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Macleaya microcarpa,Macleaya microcarpa,Macleaya microcarpa,Macleaya microcarpa,Papaveraceae,Macleaya,NA,microcarpa,NA,NA,,,tro-24000391,TRUE,1.1,Accepted,Papaveraceae,Macleaya,,microcarpa,,,(Maxim.) Fedde,tro-24000391,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Madia sativa,Madia sativa,Madia sativa,Madia sativa,Compositae,Madia,NA,sativa,NA,NA,,,gcc-120995,TRUE,1.1,Accepted,Compositae,Madia,,sativa,,,Molina,gcc-120995,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Malcolmia africana,Malcolmia africana,Malcolmia africana,Malcolmia africana,Brassicaceae,Malcolmia,NA,africana,NA,NA,,,kew-2357893,TRUE,1.1,Accepted,Brassicaceae,Malcolmia,,africana,,,(L.) R.Br.,kew-2357893,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Malcolmia africana (L.) R.Br.,Malcolmia africana (L.) R.Br.,Malcolmia africana,Malcolmia africana,Brassicaceae,Malcolmia,NA,africana,NA,NA,,(L.) R.Br.,kew-2357893,TRUE,1.1,Accepted,Brassicaceae,Malcolmia,,africana,,,(L.) R.Br.,kew-2357893,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Malva verticillata,Malva verticillata,Malva verticillata,Malva verticillata,Malvaceae,Malva,NA,verticillata,NA,NA,,,kew-2504078,TRUE,1.1,Accepted,Malvaceae,Malva,,verticillata,,,L.,kew-2504078,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Malva verticillata L. var. chinensis (Miller) S.Y.Hu,Malva verticillata L. var. chinensis (Miller) S.Y.Hu,Malva verticillata,Malva verticillata,Malvaceae,Malva,NA,verticillata,NA,var.,chinensis,(Miller) S.Y.Hu,kew-2886141,TRUE,1.1,Synonym,Malvaceae,Malva,,verticillata,,,L.,kew-2504078,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Matricaria caucasica,Matricaria caucasica,Matricaria caucasica,Matricaria breviradiata,Compositae,Matricaria,NA,caucasica,NA,NA,,,gcc-135934,TRUE,1.1,Synonym,Compositae,Matricaria,,breviradiata,,,(Ledeb.) Rauschert,gcc-122451,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis cambrica,Meconopsis cambrica,Meconopsis cambrica,Papaver cambricum,Papaveraceae,Meconopsis,NA,cambrica,NA,NA,,,kew-2502558,TRUE,1.1,Synonym,Papaveraceae,Papaver,,cambricum,,,L.,kew-2560601,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis horridula,Meconopsis horridula,Meconopsis horridula,Meconopsis horridula,Papaveraceae,Meconopsis,NA,horridula,NA,NA,,,tro-50117401,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,horridula,,,Hook. f. & Thomson,tro-50117401,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis horridula Hook. f. et Thoms.,Meconopsis horridula Hook. f. et Thoms.,Meconopsis horridula,Meconopsis horridula,Papaveraceae,Meconopsis,NA,horridula,NA,f.,,Hook. et Thoms.,tro-50117401,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,horridula,,,Hook. f. & Thomson,tro-50117401,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis integrifolia,Meconopsis integrifolia,Meconopsis integrifolia,Meconopsis integrifolia,Papaveraceae,Meconopsis,NA,integrifolia,NA,NA,,,tro-50117559,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,integrifolia,,,(Maxim.) Franch.,tro-50117559,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis integrifolia (Maxim.) Franch.,Meconopsis integrifolia (Maxim.) Franch.,Meconopsis integrifolia,Meconopsis integrifolia,Papaveraceae,Meconopsis,NA,integrifolia,NA,NA,,(Maxim.) Franch.,tro-50117559,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,integrifolia,,,(Maxim.) Franch.,tro-50117559,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis punicea Maxim.,Meconopsis punicea Maxim.,Meconopsis punicea,Meconopsis punicea,Papaveraceae,Meconopsis,NA,punicea,NA,NA,,Maxim.,tro-50117569,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,punicea,,,Maxim.,tro-50117569,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Meconopsis quintuplinervia Regel,Meconopsis quintuplinervia Regel,Meconopsis quintuplinervia,Meconopsis quintuplinervia,Papaveraceae,Meconopsis,NA,quintuplinervia,NA,NA,,Regel,tro-50117571,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,quintuplinervia,,,Regel,tro-50117571,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago archiduisni,Medicago archiducis-nicolai,Medicago archiducis-nicolai,Medicago archiducis-nicolai,Leguminosae,Medicago,NA,archiducis-nicolai,NA,NA,NA,NA,ild-45412,TRUE,1.1,Accepted,Leguminosae,Medicago,NA,archiducis-nicolai,,,Sirj.,ild-45412,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago archiducis-nicolai,Medicago archiducis-nicolai,Medicago archiducis-nicolai,Medicago archiducis-nicolai,Leguminosae,Medicago,NA,archiducis-nicolai,NA,NA,NA,NA,ild-45412,TRUE,1.1,Accepted,Leguminosae,Medicago,NA,archiducis-nicolai,,,Sirj.,ild-45412,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago archiducis-nicolai Sirj.,Medicago archiducis-nicolai Sirj.,Medicago archiducis-nicolai,Medicago archiducis-nicolai,Leguminosae,Medicago,NA,archiducis-nicolai,NA,NA,,Sirj.,ild-45412,TRUE,1.1,Accepted,Leguminosae,Medicago,,archiducis-nicolai,,,Sirj.,ild-45412,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago lupulina,Medicago lupulina,Medicago lupulina,Medicago lupulina,Leguminosae,Medicago,NA,lupulina,NA,NA,,,ild-8519,TRUE,1.1,Accepted,Leguminosae,Medicago,,lupulina,,,L.,ild-8519,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago lupulina L.,Medicago lupulina L.,Medicago lupulina,Medicago lupulina,Leguminosae,Medicago,NA,lupulina,NA,NA,,L.,ild-8519,TRUE,1.1,Accepted,Leguminosae,Medicago,,lupulina,,,L.,ild-8519,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago minima,Medicago minima,Medicago minima,Medicago minima,Leguminosae,Medicago,NA,minima,NA,NA,,,ild-31590,TRUE,1.1,Accepted,Leguminosae,Medicago,,minima,,,(L.) L.,ild-31590,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago ruthenica,Medicago ruthenica,Medicago ruthenica,Medicago ruthenica,Leguminosae,Medicago,NA,ruthenica,NA,NA,,,ild-32403,TRUE,1.1,Accepted,Leguminosae,Medicago,,ruthenica,,,(L.) Ledeb.,ild-32403,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago ruthenica (L.) Trautv.,Medicago ruthenica (L.) Trautv.,Medicago ruthenica,Medicago ruthenica,Leguminosae,Medicago,NA,ruthenica,NA,NA,,(L.) Trautv.,tro-13035687,TRUE,1.1,Unresolved,Leguminosae,Medicago,,ruthenica,,,(L.) Trautv.,tro-13035687,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago sativa,Medicago sativa,Medicago sativa,Medicago sativa,Leguminosae,Medicago,NA,sativa,NA,NA,,,ild-8536,TRUE,1.1,Accepted,Leguminosae,Medicago,,sativa,,,L.,ild-8536,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Medicago varia Martyn.,Medicago varia Martyn.,Medicago varia,Medicago sativa,Leguminosae,Medicago,NA,varia,NA,NA,,Martyn.,ild-9358,TRUE,1.1,Synonym,Leguminosae,Medicago,,sativa,subsp.,varia,(Martyn) Arcang.,ild-33257,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Megacarpaea delavayi Franch.,Megacarpaea delavayi Franch.,Megacarpaea delavayi,Megacarpaea delavayi,Brassicaceae,Megacarpaea,NA,delavayi,NA,NA,,Franch.,tro-4105717,TRUE,1.1,Accepted,Brassicaceae,Megacarpaea,,delavayi,,,Franch.,tro-4105717,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melaleuca pityoides,Melaleuca pityoides,Melaleuca pityoides,Callistemon pityoides,Myrtaceae,Melaleuca,NA,pityoides,NA,NA,,,kew-347387,TRUE,1.1,Synonym,Myrtaceae,Callistemon,,pityoides,,,F.Muell.,kew-31478,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melandrium apricum (Turcz. ex Fisch. et. Mey.) Rohrb.,Melandrium apricum (Turcz. ex Fisch. et. Mey.) Rohrb.,Melandrium apricum,Silene aprica,Caryophyllaceae,Melandrium,NA,apricum,NA,NA,et.,Mey.) Rohrb.,tro-6302783,FALSE,1.1,Synonym,Caryophyllaceae,Silene,,aprica,,,Turcz.,tro-6300432,Accepted,FALSE,FALSE,TRUE,18/04/2020,Species
Melica onoei French et Sav.,Melica onoei French et Sav.,Melica onoei,Melica onoei,Poaceae,Melica,NA,onoei,NA,NA,,French et Sav.,kew-423717,TRUE,1.1,Accepted,Poaceae,Melica,,onoei,,,Franch. & Sav.,kew-423717,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melica przewalskyi,Melica przewalskyi,Melica przewalskyi,Melica przewalskyi,Poaceae,Melica,NA,przewalskyi,NA,NA,,,kew-423761,TRUE,1.1,Accepted,Poaceae,Melica,,przewalskyi,,,Roshev.,kew-423761,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melilotus albus,Melilotus albus,Melilotus albus,Melilotus albus,Leguminosae,Melilotus,NA,albus,NA,NA,,,ild-7888,TRUE,1.1,Accepted,Leguminosae,Melilotus,,albus,,,Medik.,ild-7888,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melilotus officinalis,Melilotus officinalis,Melilotus officinalis,Melilotus officinalis,Leguminosae,Melilotus,NA,officinalis,NA,NA,,,ild-8929,TRUE,1.1,Accepted,Leguminosae,Melilotus,,officinalis,,,(L.) Pall.,ild-8929,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melilotus officinalis (L.) Desr.,Melilotus officinalis (L.) Desr.,Melilotus officinalis,Melilotus officinalis,Leguminosae,Melilotus,NA,officinalis,NA,NA,,(L.) Desr.,ild-8929,TRUE,1.1,Accepted,Leguminosae,Melilotus,,officinalis,,,(L.) Pall.,ild-8929,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Melilotus suaveolens,Melilotus suaveolens,Melilotus suaveolens,Melilotus suaveolens,Leguminosae,Melilotus,NA,suaveolens,NA,NA,,,ild-7905,TRUE,1.1,Accepted,Leguminosae,Melilotus,,suaveolens,,,Ledeb.,ild-7905,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Menyanthes trifoliata,Menyanthes trifoliata,Menyanthes trifoliata,Menyanthes trifoliata,Menyanthaceae,Menyanthes,NA,trifoliata,NA,NA,,,kew-2505977,TRUE,1.1,Accepted,Menyanthaceae,Menyanthes,,trifoliata,,,L.,kew-2505977,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Microgynoecium tibeticum,Microgynoecium tibeticum,Microgynoecium tibeticum,Microgynoecium tibeticum,Amaranthaceae,Microgynoecium,NA,tibeticum,NA,NA,,,tro-7201244,TRUE,1.1,Accepted,Amaranthaceae,Microgynoecium,,tibeticum,,,Hook. f.,tro-7201244,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Microseris lanceolata,Microseris lanceolata,Microseris lanceolata,Microseris lanceolata,Compositae,Microseris,NA,lanceolata,NA,NA,,,gcc-10616,TRUE,1.1,Accepted,Compositae,Microseris,,lanceolata,,,(Walp.) Sch.Bip.,gcc-10616,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Microsteris gracilis,Microsteris gracilis,Microsteris gracilis,Microsteris gracilis,Polemoniaceae,Microsteris,NA,gracilis,NA,NA,,,kew-2509424,TRUE,1.1,Accepted,Polemoniaceae,Microsteris,,gracilis,,,(Douglas ex Hook.) Greene,kew-2509424,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Microula sikkimensis,Microula sikkimensis,Microula sikkimensis,Microula sikkimensis,Boraginaceae,Microula,NA,sikkimensis,NA,NA,,,tro-4003484,TRUE,1.1,Accepted,Boraginaceae,Microula,,sikkimensis,,,(C.B. Clarke) Hemsl.,tro-4003484,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Microula tangutica,Microula tangutica,Microula tangutica,Microula tangutica,Boraginaceae,Microula,NA,tangutica,NA,NA,,,tro-4003521,TRUE,1.1,Accepted,Boraginaceae,Microula,,tangutica,,,Maxim.,tro-4003521,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Mimulus szechuanensis,Mimulus szechuanensis,Mimulus szechuanensis,Mimulus szechuanensis,Phrymaceae,Mimulus,NA,szechuanensis,NA,NA,,,tro-50089079,TRUE,1.1,Accepted,Phrymaceae,Mimulus,,szechuanensis,,,Pai,tro-50089079,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia graminifolia,Minuartia graminifolia,Minuartia graminifolia,Minuartia graminifolia,Caryophyllaceae,Minuartia,NA,graminifolia,NA,NA,,,kew-2369630,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,graminifolia,,,Jáv.,kew-2369630,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia inamoena,Minuartia inamoena,Minuartia inamoena,Minuartia inamoena,Caryophyllaceae,Minuartia,NA,inamoena,NA,NA,,,tro-6300150,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,inamoena,,,(C.A. Mey.) Woronow ex Grossh.,tro-6300150,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia laricifolia,Minuartia laricifolia,Minuartia laricifolia,Minuartia laricifolia,Caryophyllaceae,Minuartia,NA,laricifolia,NA,NA,,,kew-2369550,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,laricifolia,,,(L.) Schinz & Thell.,kew-2369550,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia rubella,Minuartia rubella,Minuartia rubella,Minuartia rubella,Caryophyllaceae,Minuartia,NA,rubella,NA,NA,,,kew-2369666,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,rubella,,,(Wahlenb.) Hiern,kew-2369666,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia sedoides,Minuartia sedoides,Minuartia sedoides,Minuartia sedoides,Caryophyllaceae,Minuartia,NA,sedoides,NA,NA,,,kew-2369677,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,sedoides,,,(L.) Hiern,kew-2369677,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia stricta,Minuartia stricta,Minuartia stricta,Minuartia stricta,Caryophyllaceae,Minuartia,NA,stricta,NA,NA,,,kew-2369672,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,stricta,,,(Sw.) Hiern,kew-2369672,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Minuartia verna subsp. verna,Minuartia verna subsp. verna,Minuartia verna,Minuartia verna,Caryophyllaceae,Minuartia,NA,verna,NA,subsp.,verna,,kew-2369324,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,verna,,,(L.) Hiern,kew-2369324,Accepted,FALSE,FALSE,TRUE,18/04/2020,Species
Minuartia wiesneri,Minuartia wiesneri,Minuartia wiesneri,Minuartia montana,Caryophyllaceae,Minuartia,NA,wiesneri,NA,NA,,,kew-2369326,TRUE,1.1,Synonym,Caryophyllaceae,Minuartia,,montana,subsp.,wiesneri,(Stapf) McNeill,kew-2869846,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Moehringia glaucovirens,Moehringia glaucovirens,Moehringia glaucovirens,Moehringia glaucovirens,Caryophyllaceae,Moehringia,NA,glaucovirens,NA,NA,,,kew-2369314,TRUE,1.1,Accepted,Caryophyllaceae,Moehringia,,glaucovirens,,,Bertol.,kew-2369314,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Montiopsis gayana,Montiopsis gayana,Montiopsis gayana,Montiopsis gayana,Montiaceae,Montiopsis,NA,gayana,NA,NA,,,kew-2508749,TRUE,1.1,Accepted,Montiaceae,Montiopsis,,gayana,,,(Barnéoud) D.I.Ford,kew-2508749,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Morina nepalensis D. Don var. alba (Hand.-Mazz.) Y.C.Tang,Morina nepalensis D. Don var. alba (Hand.-Mazz.) Y.C.Tang,Morina nepalensis,Acanthocalyx alba,Caprifoliaceae,Morina,NA,nepalensis,NA,var.,alba,(Hand.-Mazz.) Y.C.Tang,tro-50043363,TRUE,1.1,Synonym,Caprifoliaceae,Acanthocalyx,,alba,,,(Hand.-Mazz.) M.J.Cannon,kew-2614489,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Muhlendergia hugelii,Muhlendergia hugelii,Muhlendergia hugelii,Muhlenbergia huegelii,Poaceae,Muhlendergia,NA,hugelii,NA,NA,,,kew-425110,TRUE,1.1,Accepted,Poaceae,Muhlenbergia,,huegelii,,,Trin.,kew-425110,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
